Company,TypeName,Ram,Weight,Touchscreen,IPS,PPI,Processor,HDD,SSD,Hybrid,Flash_Storage,Gpu Name,OS,Price
Dell,2 in 1 Convertible,16,2.0,1,0,141.21199808219862,Intel Core i7,0,512,0,0,Intel,Windows,68464.8
Dell,Notebook,4,2.24,0,0,100.45466986113652,Intel Core i5,500,0,0,0,AMD,Windows,40980.312
Dell,Notebook,8,2.36,0,0,100.45466986113652,Intel Core i7,1024,0,0,0,AMD,Windows,39906.72
HP,Notebook,4,1.96,0,0,100.45466986113652,Intel Core i5,500,0,0,0,Intel,Others/No OS/Linux,26586.72
Lenovo,Gaming,16,2.6,1,1,141.21199808219862,Intel Core i7,1024,128,0,0,Nvidia,Windows,54825.12
Acer,Notebook,8,2.4,0,0,100.45466986113652,AMD Processor,1024,0,0,0,AMD,Windows,23922.72
Lenovo,Notebook,4,2.2,0,0,141.21199808219862,Intel Core i3,1024,0,0,0,AMD,Others/No OS/Linux,25521.12
HP,Notebook,4,1.86,0,0,141.21199808219862,Other Intel Processor,0,256,0,0,Intel,Windows,21258.1872
Asus,Gaming,16,4.3,0,0,127.33567457123112,Intel Core i7,1024,256,0,0,Nvidia,Windows,95850.72
Lenovo,Ultrabook,6,1.54,0,0,141.21199808219862,Intel Core i7,0,256,0,0,Nvidia,Windows,44275.68
Dell,2 in 1 Convertible,4,2.08,1,1,141.21199808219862,Intel Core i3,1024,0,0,0,Intel,Windows,42410.3472
HP,Notebook,8,1.91,0,0,100.45466986113652,Intel Core i5,0,256,0,0,AMD,Windows,32979.7872
Dell,Notebook,8,1.6,0,0,157.3505121487356,Intel Core i5,0,256,0,0,Intel,Windows,64202.4
Dell,Gaming,16,3.49,0,0,141.21199808219862,Intel Core i7,1024,256,0,0,Nvidia,Windows,149916.6
Dell,Gaming,32,4.42,0,1,127.33567457123112,Intel Core i7,1024,256,0,0,Nvidia,Windows,167778.72
MSI,Gaming,16,3.78,0,0,127.33567457123112,Intel Core i7,1024,256,0,0,Nvidia,Windows,127818.72
Asus,2 in 1 Convertible,2,1.1,1,0,135.0942111925629,Other Intel Processor,0,0,0,32,Intel,Windows,14652.0
Asus,Notebook,8,2.69,0,0,127.33567457123112,Intel Core i5,500,256,0,0,Nvidia,Windows,47472.48
MSI,Gaming,16,2.4,0,0,141.21199808219862,Intel Core i7,1024,256,0,0,Nvidia,Windows,68944.31999999999
HP,Workstation,8,2.59,0,0,141.21199808219862,Intel Core i7,0,256,0,0,Nvidia,Windows,83170.08
HP,Workstation,8,2.0,0,1,141.21199808219862,Intel Core i7,0,8,0,0,Nvidia,Windows,119826.72
Acer,Notebook,4,2.23,0,0,100.45466986113652,Intel Core i5,500,0,0,0,Intel,Windows,32980.32
Dell,Notebook,8,2.18,0,0,141.21199808219862,Intel Core i7,0,256,0,0,Nvidia,Windows,53807.472
Lenovo,Notebook,16,2.4,0,1,254.67134914246225,Intel Core i7,0,512,0,0,Nvidia,Windows,158135.04
HP,Notebook,4,2.31,0,0,100.45466986113652,Intel Core i3,500,0,0,0,Intel,Windows,37570.392
Dell,Notebook,4,2.25,0,0,100.45466986113652,Intel Core i5,500,0,0,0,AMD,Windows,31914.72
Dell,Ultrabook,8,1.29,1,0,276.053530085501,Intel Core i7,0,256,0,0,Intel,Windows,78694.56
Acer,Notebook,4,2.4,0,0,100.45466986113652,Intel Core i5,500,0,0,0,Intel,Windows,29783.52
Dell,Notebook,8,2.13,0,0,141.21199808219862,Intel Core i7,0,256,0,0,AMD,Windows,40908.384
HP,2 in 1 Convertible,4,1.63,1,1,157.3505121487356,Intel Core i3,0,128,0,0,Nvidia,Windows,37242.72
MSI,Gaming,16,2.8,0,0,127.33567457123112,Intel Core i7,1024,256,0,0,Nvidia,Windows,119826.72
Dell,Ultrabook,8,1.21,1,1,331.2642361026012,Intel Core i5,0,128,0,0,Intel,Windows,85194.72
Acer,Notebook,4,2.1,0,0,100.45466986113652,Intel Core i3,1024,0,0,0,Intel,Others/No OS/Linux,20779.2
Asus,Notebook,4,2.0,0,0,157.3505121487356,Intel Core i3,0,256,0,0,Intel,Windows,40972.32
Asus,Gaming,16,2.9,0,0,127.33567457123112,Intel Core i7,1024,256,0,0,Nvidia,Windows,74964.95999999999
Dell,Notebook,4,1.76,0,0,111.93520355955212,Intel Core i5,500,0,0,0,Intel,Windows,40226.4
Asus,Gaming,16,2.34,0,1,141.21199808219862,Intel Core i7,1024,256,0,0,Nvidia,Windows,123876.0
HP,Notebook,4,2.04,0,0,100.45466986113652,Intel Core i5,500,0,0,0,Intel,Windows,39533.76
MSI,Gaming,8,2.7,0,0,127.33567457123112,Intel Core i7,1024,128,0,0,Nvidia,Windows,71847.0144
HP,Notebook,8,2.1,0,0,141.21199808219862,Intel Core i7,1024,0,0,0,AMD,Windows,39693.6
Lenovo,Notebook,4,2.2,0,0,100.45466986113652,Other Intel Processor,1024,0,0,0,Intel,Others/No OS/Linux,19180.2672
Acer,2 in 1 Convertible,8,1.6,1,1,165.6321180513006,Intel Core i5,0,256,0,0,Intel,Windows,53226.72
HP,Notebook,8,1.86,0,0,141.21199808219862,Intel Core i3,0,256,0,0,Intel,Windows,28717.92
MSI,Gaming,16,2.94,0,0,141.21199808219862,Intel Core i7,1024,256,0,0,Nvidia,Windows,96916.32
Lenovo,2 in 1 Convertible,8,1.8,1,1,157.3505121487356,Intel Core i7,0,512,0,0,Nvidia,Windows,109244.2464
Toshiba,Notebook,4,1.75,0,0,111.93520355955212,Intel Core i5,500,0,0,0,Intel,Windows,48751.2
Lenovo,2 in 1 Convertible,4,1.8,1,0,157.3505121487356,Intel Core i5,0,128,0,0,Intel,Windows,44382.7728
Dell,Notebook,4,1.65,0,0,117.82653006268644,Intel Core i3,0,128,0,0,Intel,Windows,36709.92
HP,Notebook,4,1.54,0,0,157.3505121487356,Intel Core i5,500,0,0,0,Intel,Windows,53280.0
Lenovo,Ultrabook,8,1.13,0,1,157.3505121487356,Intel Core i5,0,0,0,256,Intel,Windows,99900.0
Lenovo,Notebook,6,2.8,0,0,106.11306214269258,Intel Core i7,1024,128,0,0,Nvidia,Windows,45767.52
Lenovo,Notebook,4,2.2,0,0,141.21199808219862,Other Intel Processor,500,0,0,0,Intel,Windows,18328.32
Dell,Notebook,4,2.18,0,0,141.21199808219862,Intel Core i5,0,128,0,0,AMD,Others/No OS/Linux,30316.32
Lenovo,2 in 1 Convertible,8,1.36,1,1,209.8006828649808,Intel Core i5,0,256,0,0,Intel,Windows,87219.36
Lenovo,Notebook,4,2.2,0,0,141.21199808219862,Intel Core i5,0,128,0,0,Intel,Others/No OS/Linux,24935.04
Acer,Notebook,4,1.45,0,0,111.93520355955212,Other Intel Processor,0,0,0,32,Intel,Others/No OS/Linux,19980.0
HP,Workstation,8,3.0,0,1,127.33567457123112,Intel Core i7,0,256,0,0,Nvidia,Windows,210424.032
Dell,Notebook,8,2.14,0,0,100.45466986113652,Intel Core i5,1024,0,0,0,Intel,Windows,28768.536
HP,Notebook,8,1.84,0,0,141.21199808219862,Intel Core i5,0,256,0,0,AMD,Windows,71874.72
Dell,Notebook,4,2.2,0,0,100.45466986113652,Other Intel Processor,500,0,0,0,Intel,Others/No OS/Linux,14646.672
HP,Ultrabook,4,1.91,0,0,141.21199808219862,AMD Processor,0,256,0,0,AMD,Windows,26586.72
Lenovo,2 in 1 Convertible,8,1.19,1,1,165.6321180513006,Intel Core i7,0,512,0,0,Intel,Windows,79866.72
Asus,Notebook,8,2.0,0,0,157.3505121487356,Intel Core i7,0,256,0,0,Intel,Windows,58288.32
HP,Notebook,4,2.1,0,0,100.45466986113652,Intel Core i5,500,0,0,0,Intel,Others/No OS/Linux,25414.0272
Asus,Gaming,8,2.2,0,0,141.21199808219862,Intel Core i7,1024,0,0,0,Nvidia,Windows,50562.72
Lenovo,Notebook,4,1.9,0,0,100.45466986113652,Other Intel Processor,0,128,0,0,Intel,Others/No OS/Linux,14418.6336
HP,Notebook,8,2.5,0,0,127.33567457123112,Intel Core i5,0,256,0,0,Intel,Windows,49443.84
Acer,Notebook,4,2.1,0,0,100.45466986113652,Other Intel Processor,1024,0,0,0,Intel,Windows,18541.44
HP,Ultrabook,8,1.54,0,0,157.3505121487356,Intel Core i7,0,512,0,0,Intel,Windows,78215.04
Lenovo,Ultrabook,12,1.4,0,1,157.3505121487356,Intel Core i7,0,256,0,0,Intel,Windows,89137.44
Dell,Notebook,8,2.02,0,0,141.21199808219862,Intel Core i7,2048,128,0,0,AMD,Windows,51729.55199999999
HP,Notebook,16,2.9,0,1,127.33567457123112,Intel Core i7,1024,0,0,0,Nvidia,Windows,56423.52
Lenovo,Notebook,4,2.2,0,0,100.45466986113652,Intel Core i3,0,128,0,0,Intel,Others/No OS/Linux,19660.32
Asus,Notebook,8,2.5,0,0,141.21199808219862,Intel Core i5,1024,128,0,0,Nvidia,Windows,44701.92
Asus,Gaming,16,3.0,0,0,127.33567457123112,Intel Core i7,1024,256,0,0,Nvidia,Windows,84768.48
Acer,Notebook,4,2.2,0,1,141.21199808219862,Intel Core i5,1024,0,0,0,Nvidia,Windows,32660.64
MSI,Gaming,8,2.2,0,0,141.21199808219862,Intel Core i5,1024,128,0,0,Nvidia,Windows,58021.92
Lenovo,2 in 1 Convertible,8,1.37,1,1,158.48253022174808,Intel Core i7,0,512,0,0,Intel,Windows,98514.72
Lenovo,2 in 1 Convertible,4,1.74,1,1,157.3505121487356,Intel Core i3,0,256,0,0,Intel,Windows,33513.119999999995
Dell,Ultrabook,16,1.2,1,0,276.053530085501,Intel Core i7,0,1024,0,0,Intel,Windows,120093.12
Acer,Notebook,4,2.4,0,0,100.45466986113652,Other Intel Processor,500,0,0,0,Intel,Others/No OS/Linux,15397.92
HP,Notebook,8,2.5,0,0,127.33567457123112,Intel Core i7,1024,0,0,0,Nvidia,Windows,54239.04
HP,Notebook,8,1.9,0,0,141.21199808219862,Intel Core i7,1024,0,0,0,AMD,Windows,67612.31999999999
MSI,Gaming,16,2.43,0,1,254.67134914246225,Intel Core i7,2048,512,0,0,Nvidia,Windows,141138.72
Lenovo,Notebook,4,1.9,0,0,141.21199808219862,Intel Core i5,1024,0,0,0,Intel,Windows,29250.72
Lenovo,Notebook,4,1.9,0,0,100.45466986113652,Intel Core i3,500,0,0,0,Intel,Others/No OS/Linux,23976.0
Dell,Gaming,8,2.62,0,0,141.21199808219862,Intel Core i7,0,0,1024,0,Nvidia,Windows,47898.72
MSI,Gaming,16,2.2,0,0,141.21199808219862,Intel Core i7,1024,256,0,0,Nvidia,Windows,69210.72
Lenovo,Notebook,6,2.2,0,0,141.21199808219862,Intel Core i5,0,256,0,0,Intel,Windows,30849.12
Lenovo,Gaming,8,3.2,0,1,141.21199808219862,Intel Core i7,1024,0,0,0,Nvidia,Windows,69210.72
Lenovo,Workstation,16,2.5,0,1,282.42399616439724,Intel Core i7,0,1024,0,0,Nvidia,Windows,175770.72
Asus,Gaming,8,2.5,0,1,141.21199808219862,Intel Core i7,1024,0,0,0,Nvidia,Others/No OS/Linux,62284.32
Dell,Ultrabook,8,1.22,1,1,165.6321180513006,Intel Core i5,0,128,0,0,Intel,Windows,52161.12
Dell,Notebook,4,2.2,0,0,100.45466986113652,Intel Core i3,1024,0,0,0,AMD,Windows,29073.297599999994
Toshiba,Notebook,8,1.95,0,0,157.3505121487356,Intel Core i5,0,256,0,0,Intel,Windows,62870.4
Lenovo,Notebook,4,1.7,0,0,157.3505121487356,Intel Core i5,0,256,0,0,Intel,Windows,37242.72
Dell,2 in 1 Convertible,4,1.39,1,0,135.0942111925629,Other Intel Processor,0,128,0,0,Intel,Windows,32127.84
Dell,Gaming,16,3.21,0,0,282.42399616439724,Intel Core i7,1024,256,0,0,Nvidia,Windows,70809.12
HP,Notebook,8,2.5,0,0,127.33567457123112,Intel Core i5,0,256,0,0,Nvidia,Windows,49177.44
Lenovo,Notebook,12,2.2,0,0,141.21199808219862,AMD Processor,2048,0,0,0,AMD,Windows,47898.72
Lenovo,Notebook,4,2.2,0,0,141.21199808219862,Intel Core i5,1024,0,0,0,Intel,Others/No OS/Linux,24881.76
Acer,Notebook,4,2.4,0,0,100.45466986113652,Other Intel Processor,500,0,0,0,Intel,Others/No OS/Linux,15397.92
Dell,2 in 1 Convertible,16,1.62,1,0,165.6321180513006,Intel Core i7,0,512,0,0,Intel,Windows,68145.12
HP,Notebook,4,1.91,0,0,141.21199808219862,AMD Processor,0,256,0,0,AMD,Windows,26053.3872
Acer,Notebook,4,2.1,0,0,100.45466986113652,Intel Core i3,0,128,0,0,Intel,Others/No OS/Linux,21951.36
Lenovo,Notebook,4,1.8,0,0,141.21199808219862,Intel Core i5,0,256,0,0,Intel,Windows,44169.12
Acer,Ultrabook,8,1.6,0,1,157.3505121487356,Intel Core i7,0,256,0,0,Intel,Windows,47099.52
Lenovo,Notebook,4,2.38,0,0,100.45466986113652,Intel Core i5,500,0,0,0,Intel,Windows,56210.4
Asus,Gaming,8,2.24,0,0,141.21199808219862,Intel Core i7,1024,128,0,0,Nvidia,Windows,71341.92
Acer,Notebook,4,2.2,0,0,100.45466986113652,Intel Core i3,500,0,0,0,Nvidia,Windows,24988.32
Lenovo,2 in 1 Convertible,8,1.37,1,1,165.6321180513006,Intel Core i5,0,512,0,0,Intel,Windows,97236.0
HP,2 in 1 Convertible,16,1.29,1,1,331.2642361026012,Intel Core i7,0,1024,0,0,Intel,Windows,130482.72
HP,Netbook,4,1.23,0,0,135.0942111925629,Other Intel Processor,0,0,0,16,Intel,Others/No OS/Linux,20512.8
HP,Notebook,8,1.63,0,0,157.3505121487356,Intel Core i7,0,512,0,0,Intel,Windows,57755.52
Dell,Notebook,8,2.24,0,0,141.21199808219862,Intel Core i5,1024,0,0,0,AMD,Windows,30103.2
Dell,Notebook,8,1.98,0,0,141.21199808219862,Intel Core i7,0,256,0,0,Nvidia,Others/No OS/Linux,47686.1328
Lenovo,Notebook,4,2.1,0,0,100.45466986113652,Intel Core i5,500,0,0,0,Intel,Windows,28771.2
Dell,Workstation,16,2.17,0,1,141.21199808219862,Intel Core i7,0,256,0,0,Nvidia,Windows,105228.0
Lenovo,Notebook,8,1.7,0,0,157.3505121487356,Intel Core i5,0,180,0,0,Intel,Windows,72673.92
Lenovo,Notebook,8,2.2,0,1,141.21199808219862,Intel Core i7,1024,0,0,0,Nvidia,Windows,35644.32
Dell,Ultrabook,8,1.3,0,0,276.053530085501,Intel Core i7,0,256,0,0,Intel,Windows,67559.04
Lenovo,Notebook,2,1.5,0,0,111.93520355955212,Other Intel Processor,0,0,0,64,Intel,Windows,12201.12
HP,Notebook,6,1.91,0,1,141.21199808219862,AMD Processor,0,128,0,0,AMD,Windows,30310.992
Asus,2 in 1 Convertible,8,1.1,1,0,165.6321180513006,Intel Core i7,0,1024,0,0,Intel,Windows,79866.72
Dell,Notebook,4,1.6,0,0,111.93520355955212,Intel Core i5,500,0,0,0,Intel,Windows,46620.0
Fujitsu,Notebook,4,2.3,0,0,100.45466986113652,Intel Core i5,0,256,0,0,Intel,Windows,34578.72
Razer,Gaming,16,1.95,0,0,157.3505121487356,Intel Core i7,0,256,0,0,Nvidia,Windows,138474.72
HP,Notebook,6,1.95,0,1,141.21199808219862,AMD Processor,0,256,0,0,AMD,Windows,34578.72
Lenovo,Notebook,6,2.8,0,0,106.11306214269258,Intel Core i5,1024,0,0,0,Nvidia,Windows,34578.72
Acer,Notebook,8,2.2,0,0,100.45466986113652,AMD Processor,1024,0,0,0,AMD,Windows,30849.12
Lenovo,Notebook,8,1.7,0,1,157.3505121487356,Intel Core i3,0,256,0,0,Intel,Others/No OS/Linux,31914.72
Asus,Ultrabook,8,1.25,0,0,157.3505121487356,Intel Core i7,0,256,0,0,Intel,Windows,55890.72
Dell,Notebook,8,2.33,0,0,141.21199808219862,Intel Core i7,0,256,0,0,AMD,Windows,47898.72
MSI,Gaming,8,2.2,0,0,141.21199808219862,Intel Core i7,1024,128,0,0,Nvidia,Windows,78647.1408
Lenovo,Ultrabook,8,1.3,0,1,125.36742798669836,Intel Core i5,0,180,0,0,Intel,Windows,58554.72
Lenovo,Gaming,8,2.5,0,1,141.21199808219862,Intel Core i7,1024,128,0,0,Nvidia,Windows,66546.72
Lenovo,Notebook,6,2.2,0,0,141.21199808219862,AMD Processor,0,256,0,0,AMD,Windows,31838.5296
Dell,Notebook,8,2.3,1,0,100.45466986113652,Intel Core i3,1024,0,0,0,Intel,Windows,24988.8528
Apple,Ultrabook,8,0.92,0,1,226.4155471693585,Other Intel Processor,0,0,0,256,Intel,Mac,69264.0
Lenovo,Notebook,4,1.44,0,0,111.93520355955212,Other Intel Processor,0,0,0,32,Intel,Windows,15557.76
Toshiba,Ultrabook,16,1.47,0,1,157.3505121487356,Intel Core i7,0,512,0,0,Nvidia,Windows,93985.92
Lenovo,Notebook,8,1.7,0,0,157.3505121487356,Intel Core i5,0,180,0,0,Intel,Windows,63882.72
Acer,Notebook,4,2.2,0,0,141.21199808219862,Intel Core i7,500,0,0,0,Nvidia,Windows,34045.92
Dell,2 in 1 Convertible,8,1.24,1,0,165.6321180513006,Intel Core i5,0,256,0,0,Intel,Windows,101178.72
Asus,Gaming,8,2.3,0,1,141.21199808219862,Intel Core i5,1024,128,0,0,Nvidia,Windows,87858.72
Lenovo,Notebook,4,2.2,0,0,141.21199808219862,Intel Core i3,1024,0,0,0,Nvidia,Windows,30849.12
Dell,Notebook,8,2.2,0,0,141.21199808219862,Intel Core i5,0,256,0,0,AMD,Windows,42624.0
HP,Workstation,8,1.9,0,0,141.21199808219862,Intel Core i7,0,256,0,0,AMD,Windows,79653.59999999999
Lenovo,Notebook,6,2.2,0,0,141.21199808219862,AMD Processor,0,256,0,0,AMD,Windows,29250.72
HP,Notebook,8,1.16,1,0,276.053530085501,Other Intel Processor,0,256,0,0,Intel,Windows,90522.72
HP,Ultrabook,8,1.54,0,0,209.8006828649808,Intel Core i7,0,256,0,0,Intel,Windows,117119.5632
HP,Notebook,4,2.5,0,1,127.33567457123112,Intel Core i3,0,256,0,0,AMD,Windows,37242.72
Acer,Notebook,8,3.3,0,0,106.11306214269258,Intel Core i3,1024,0,0,0,Nvidia,Windows,33513.119999999995
Lenovo,2 in 1 Convertible,8,1.38,1,1,158.48253022174808,Intel Core i7,0,256,0,0,Intel,Windows,71874.72
Dell,Notebook,8,2.0,0,0,141.21199808219862,Intel Core i7,1024,128,0,0,Nvidia,Windows,64308.96
Acer,Notebook,4,2.1,0,0,100.45466986113652,AMD Processor,1024,0,0,0,AMD,Windows,21045.6
Mediacom,Notebook,4,1.45,0,1,157.3505121487356,Other Intel Processor,0,32,0,0,Intel,Windows,20725.92
Acer,Notebook,4,2.2,0,0,100.45466986113652,Other Intel Processor,0,16,0,0,Intel,Others/No OS/Linux,11135.52
Apple,Ultrabook,8,0.92,0,1,226.4155471693585,Other Intel Processor,0,256,0,0,Intel,Mac,67260.672
Acer,Notebook,8,2.4,0,0,141.21199808219862,Intel Core i7,1024,0,0,0,Nvidia,Others/No OS/Linux,45074.88
Lenovo,Workstation,16,2.3,0,1,282.42399616439724,Intel Core i7,0,512,0,0,Nvidia,Windows,130269.6
Asus,Notebook,16,2.2,0,0,141.21199808219862,Intel Core i7,1024,128,0,0,Nvidia,Windows,93186.72
Asus,2 in 1 Convertible,4,1.2,1,0,176.23257360658386,Other Intel Processor,0,0,0,64,Intel,Others/No OS/Linux,35644.32
Asus,2 in 1 Convertible,8,1.27,1,1,165.6321180513006,Intel Core i5,0,256,0,0,Intel,Windows,49443.84
Dell,Notebook,8,2.36,0,0,100.45466986113652,Intel Core i5,1024,0,0,0,AMD,Windows,34045.3872
Lenovo,Notebook,12,2.2,1,0,100.45466986113652,Intel Core i7,1024,0,0,0,Intel,Windows,32447.52
HP,Notebook,8,2.04,0,0,141.21199808219862,Intel Core i7,0,256,0,0,Intel,Windows,57009.6
Dell,Notebook,4,2.18,0,0,100.45466986113652,Intel Core i3,1024,0,0,0,AMD,Others/No OS/Linux,24279.696
MSI,Gaming,8,2.7,0,0,127.33567457123112,Intel Core i7,1024,128,0,0,Nvidia,Windows,79215.1056
Dell,Workstation,8,2.06,1,0,141.21199808219862,Intel Core i7,0,256,0,0,Nvidia,Windows,93932.64
HP,Notebook,4,1.91,0,0,141.21199808219862,Intel Core i3,0,128,0,0,Intel,Windows,23389.92
Lenovo,Notebook,4,1.85,0,0,141.21199808219862,Intel Core i3,1024,0,0,0,Intel,Windows,22105.872
Lenovo,Notebook,4,2.15,0,0,141.21199808219862,Intel Core i5,1024,0,0,0,Intel,Others/No OS/Linux,24634.008
Apple,Ultrabook,8,1.37,0,1,226.98300468106115,Intel Core i5,0,512,0,0,Intel,Mac,108691.2
MSI,Gaming,16,2.7,0,0,127.33567457123112,Intel Core i7,1024,256,0,0,Nvidia,Windows,85194.72
Toshiba,Notebook,8,2.2,0,1,141.21199808219862,Intel Core i7,0,256,0,0,Intel,Windows,74538.72
Dell,2 in 1 Convertible,8,1.68,1,0,165.6321180513006,Intel Core i5,0,256,0,0,Intel,Windows,47365.92
Asus,Notebook,4,2.0,0,0,100.45466986113652,AMD Processor,500,0,0,0,AMD,Windows,18594.72
Acer,Notebook,4,2.4,0,0,100.45466986113652,Intel Core i3,500,0,0,0,Intel,Others/No OS/Linux,19276.704
Dell,Notebook,4,2.36,0,0,106.11306214269258,Intel Core i3,1024,0,0,0,AMD,Windows,35111.52
Asus,Notebook,4,2.0,0,0,100.45466986113652,Other Intel Processor,1024,0,0,0,Intel,Windows,23922.72
Lenovo,Notebook,16,1.1,0,1,209.8006828649808,Intel Core i7,0,256,0,0,Intel,Windows,139593.6
HP,Notebook,6,2.71,0,1,127.33567457123112,AMD Processor,2048,0,0,0,AMD,Windows,34898.932799999995
Microsoft,Ultrabook,8,1.25,1,0,200.84255993695703,Intel Core i7,0,256,0,0,Intel,Windows,95850.72
Lenovo,Notebook,4,2.3,0,0,100.45466986113652,Intel Core i3,0,128,0,0,Intel,Windows,30103.2
HP,Ultrabook,8,1.84,0,0,141.21199808219862,Intel Core i7,0,256,0,0,Intel,Windows,40066.56
Asus,Gaming,12,3.0,0,0,127.33567457123112,Intel Core i7,1024,0,0,0,Nvidia,Others/No OS/Linux,50562.72
Asus,Notebook,4,1.68,0,0,100.45466986113652,AMD Processor,1024,0,0,0,AMD,Windows,24988.32
HP,Notebook,8,2.5,0,0,127.33567457123112,Intel Core i5,1024,128,0,0,Nvidia,Windows,52054.56
Dell,Notebook,4,2.18,0,0,100.45466986113652,Intel Core i5,1024,0,0,0,Intel,Others/No OS/Linux,27804.7008
HP,Notebook,8,1.34,0,1,165.6321180513006,Intel Core i5,0,256,0,0,Intel,Windows,63349.92
Dell,Ultrabook,8,1.36,1,0,176.23257360658386,Intel Core i5,0,256,0,0,Intel,Windows,78438.816
Lenovo,Notebook,8,1.99,0,1,141.21199808219862,Intel Core i7,0,512,0,0,Intel,Windows,92121.12
Acer,Notebook,4,2.4,0,0,141.21199808219862,Intel Core i3,1024,0,0,0,Intel,Windows,26586.72
HP,Ultrabook,8,1.26,0,0,125.36742798669836,Intel Core i5,0,256,0,0,Intel,Windows,100965.6
Lenovo,Notebook,4,1.45,0,0,117.82653006268644,Other Intel Processor,0,0,0,16,Intel,Others/No OS/Linux,24503.472
LG,Ultrabook,8,0.98,1,1,157.3505121487356,Intel Core i7,0,512,0,0,Intel,Windows,101178.72
Toshiba,Ultrabook,8,1.2,0,0,117.82653006268644,Intel Core i5,0,256,0,0,Intel,Windows,58341.6
HP,Workstation,16,2.6,0,0,141.21199808219862,Intel Core i7,0,256,0,0,Nvidia,Windows,128884.32
HP,Notebook,4,2.31,0,0,111.93520355955212,Intel Core i5,500,0,0,0,Intel,Windows,63349.92
Acer,Notebook,12,2.15,1,1,141.21199808219862,Intel Core i7,1024,0,0,0,Intel,Windows,35111.52
Asus,Gaming,16,4.3,0,1,127.33567457123112,Intel Core i7,1024,512,0,0,Nvidia,Windows,114552.0
Asus,Notebook,8,2.3,0,0,141.21199808219862,Intel Core i5,128,0,0,0,Intel,Windows,31435.2
Acer,Netbook,4,1.35,0,1,135.0942111925629,Other Intel Processor,0,0,0,32,Intel,Others/No OS/Linux,18914.4
Lenovo,Notebook,16,1.4,0,1,165.6321180513006,Intel Core i7,0,512,0,0,Intel,Windows,79866.72
LG,Ultrabook,16,1.08,1,1,141.21199808219862,Intel Core i7,0,512,0,0,Intel,Windows,111834.72
Lenovo,Notebook,8,2.2,0,0,100.45466986113652,AMD Processor,1024,0,0,0,AMD,Windows,22857.12
Dell,Notebook,4,2.09,0,0,100.45466986113652,Intel Core i5,500,0,0,0,Intel,Others/No OS/Linux,27899.0064
Apple,Ultrabook,8,1.35,0,0,127.67794013309688,Intel Core i5,0,0,0,128,Intel,Mac,58554.72
