Company,TypeName,Ram,Weight,Price,Touchscreen,IPS,PPI,Processor,HDD,SSD,Hybrid,Flash_Storage,Gpu Name,OS
Dell,Notebook,8,4.42,382628.1888,0,1,127.33567457123111,Intel Core i7,1024,0,0,0,Nvidia,Windows
Microsoft,Ultrabook,4,1.252,184955.6592,1,0,200.84255993695703,Other Intel Processor,0,128,0,0,Intel,Windows
Microsoft,Ultrabook,8,1.25,336436.0272,1,0,200.84255993695703,Intel Core i7,0,256,0,0,Intel,Windows
HP,Notebook,8,2.5,119669.49072,0,0,106.11306214269258,Intel Core i3,0,256,0,0,Intel,Windows
Acer,Notebook,4,2.23,101734.9632,0,0,141.21199808219862,Intel Core i3,1024,0,0,0,Nvidia,Windows
Acer,Netbook,4,1.4,81350.568,0,0,135.0942111925629,Other Intel Processor,0,128,0,0,Intel,Windows
Asus,Notebook,8,2.37,140072.5872,0,0,141.21199808219862,Intel Core i5,1024,0,0,0,Intel,Windows
Lenovo,Notebook,8,1.5,149423.2272,0,1,157.3505121487356,Intel Core i7,0,512,0,0,AMD,Others/No OS/Linux
Lenovo,Notebook,8,2.67,390856.752,0,0,141.21199808219862,Intel Core i7,0,256,0,0,Nvidia,Windows
Asus,Notebook,4,2.0,56851.8912,0,0,100.45466986113651,Other Intel Processor,500,0,0,0,Intel,Windows
Acer,Notebook,4,2.2,87709.00319999999,0,0,100.45466986113651,Intel Core i3,500,0,0,0,Nvidia,Windows
Dell,Notebook,8,2.02,141942.71519999998,0,0,141.21199808219862,Intel Core i5,2048,0,0,0,AMD,Windows
HP,Gaming,12,3.78,317734.7472,0,1,127.33567457123111,Intel Core i7,1024,0,0,0,Nvidia,Windows
Lenovo,Ultrabook,12,1.4,347469.7824,0,1,209.8006828649808,Intel Core i7,0,256,0,0,Intel,Windows
HP,2 in 1 Convertible,8,1.29,373838.5872,1,1,331.2642361026012,Intel Core i7,0,512,0,0,Intel,Windows
HP,Notebook,8,1.9,215812.7712,0,0,141.21199808219862,Intel Core i5,500,0,0,0,AMD,Windows
Google,Ultrabook,8,1.1,238441.31999999998,1,0,234.50740003017813,Intel Core i5,0,128,0,0,Intel,Others/No OS/Linux
Dell,Ultrabook,8,1.42,344449.52567999996,1,0,165.6321180513006,Intel Core i5,0,256,0,0,Intel,Windows
Asus,Notebook,12,2.06,242929.6272,0,1,282.42399616439724,Intel Core i7,1024,128,0,0,Intel,Windows
Dell,Notebook,8,1.79,138389.47199999998,0,0,111.93520355955211,Intel Core i3,0,128,0,0,Intel,Windows
Dell,Workstation,8,1.78,450326.8224,0,0,141.21199808219862,Intel Core i7,0,256,0,0,Nvidia,Windows
Lenovo,Notebook,8,1.7,255085.45919999998,0,0,157.3505121487356,Intel Core i5,0,180,0,0,Intel,Windows
Dell,Notebook,8,2.2,126233.64,0,0,141.21199808219862,Intel Core i5,1024,0,0,0,AMD,Windows
Toshiba,Notebook,8,1.05,312685.4016,0,1,165.6321180513006,Intel Core i5,0,256,0,0,Intel,Windows
Dell,Notebook,8,2.16,236010.1536,0,1,141.21199808219862,Intel Core i7,0,512,0,0,Nvidia,Windows
Dell,Notebook,4,2.18,109701.70847999999,0,0,100.45466986113651,Intel Core i3,1024,0,0,0,Intel,Windows
HP,Notebook,4,1.49,135771.2928,0,1,165.6321180513006,Intel Core i5,0,128,0,0,Intel,Windows
Chuwi,Notebook,4,1.89,46547.48592000001,0,0,141.21199808219862,Other Intel Processor,0,0,0,64,Intel,Windows
Lenovo,Notebook,4,2.3,105662.23199999999,0,0,100.45466986113651,Intel Core i3,0,128,0,0,Intel,Windows
Lenovo,Notebook,8,1.75,196176.4272,0,1,157.3505121487356,Intel Core i5,0,256,0,0,Intel,Windows
Dell,Workstation,16,2.17,437235.9264,0,1,141.21199808219862,Intel Core i7,0,512,0,0,Nvidia,Windows
Dell,Notebook,16,2.06,355137.3072,0,0,141.21199808219862,Intel Core i7,0,512,0,0,Nvidia,Windows
Lenovo,Ultrabook,16,1.36,336249.0144,0,1,176.23257360658386,Intel Core i7,0,512,0,0,Intel,Windows
Asus,Ultrabook,16,0.91,364674.95999999996,0,0,176.23257360658386,Intel Core i7,0,512,0,0,Intel,Windows
Lenovo,Notebook,8,2.3,189255.08347199997,0,1,141.21199808219862,Intel Core i5,0,256,0,0,Nvidia,Windows
Toshiba,Ultrabook,32,1.05,523448.8272,1,0,165.6321180513006,Intel Core i7,0,512,0,0,Intel,Windows
Asus,Gaming,8,1.99,252467.28,0,0,141.21199808219862,Intel Core i7,1024,128,0,0,Nvidia,Windows
Acer,Notebook,8,2.2,108280.41119999999,0,0,100.45466986113651,AMD Processor,1024,0,0,0,AMD,Windows
Asus,Gaming,24,4.33,237319.24319999997,1,1,127.33567457123111,Intel Core i7,1024,256,0,0,Nvidia,Windows
Lenovo,Ultrabook,8,1.3,205527.0672,0,1,125.36742798669837,Intel Core i5,0,180,0,0,Intel,Windows
Lenovo,Notebook,8,2.17,168105.80591999996,0,0,141.21199808219862,Intel Core i7,0,256,0,0,Intel,Windows
HP,Notebook,8,1.48,327085.3872,0,0,157.3505121487356,Intel Core i7,0,1024,0,0,Intel,Windows
Lenovo,Notebook,8,1.4,177475.1472,0,1,165.6321180513006,Intel Core i3,0,256,0,0,Intel,Windows
Lenovo,Notebook,8,2.3,170368.66079999998,0,1,141.21199808219862,Intel Core i5,0,256,0,0,Intel,Windows
Asus,Netbook,4,1.2,63584.352,0,0,135.0942111925629,Other Intel Processor,0,0,0,64,Intel,Windows
HP,Notebook,8,1.91,115759.053072,0,0,100.45466986113651,Intel Core i5,0,256,0,0,AMD,Windows
Lenovo,2 in 1 Convertible,8,1.4,299033.4672,1,1,158.48253022174808,Intel Core i5,0,256,0,0,Intel,Windows
Lenovo,Notebook,4,2.1,55916.82719999999,0,0,111.93520355955211,Other Intel Processor,500,0,0,0,Intel,Windows
Lenovo,Netbook,4,1.25,49558.392,0,0,135.0942111925629,Other Intel Processor,0,16,0,0,Intel,Others/No OS/Linux
Lenovo,Notebook,8,1.44,177475.1472,0,0,165.6321180513006,Intel Core i5,0,256,0,0,Intel,Windows
Asus,Notebook,8,2.0,228903.6672,0,0,141.21199808219862,Intel Core i7,1024,256,0,0,Intel,Windows
Acer,Notebook,4,2.2,114638.8464,0,1,141.21199808219862,Intel Core i5,1024,0,0,0,Nvidia,Windows
HP,Ultrabook,8,1.34,247417.9344,0,1,165.6321180513006,Intel Core i7,0,512,0,0,Intel,Windows
Lenovo,Gaming,8,2.4,214877.7072,0,1,141.21199808219862,Intel Core i7,1024,256,0,0,Nvidia,Others/No OS/Linux
Dell,Ultrabook,8,1.29,168124.5072,1,1,165.6321180513006,Intel Core i5,0,128,0,0,Intel,Windows
Acer,Notebook,4,2.2,119501.17919999998,0,0,141.21199808219862,Intel Core i7,500,0,0,0,Nvidia,Windows
Dell,Notebook,8,2.18,156342.7008,0,0,141.21199808219862,Intel Core i5,1024,0,0,0,Intel,Windows
Dell,Notebook,16,2.2,228013.48627199995,0,0,141.21199808219862,Intel Core i7,2048,256,0,0,AMD,Windows
Xiaomi,Notebook,16,1.95,261808.56935999996,0,1,141.21199808219862,Intel Core i7,0,256,0,0,Nvidia,Others/No OS/Linux
Asus,Netbook,2,1.1,45818.136,0,0,135.0942111925629,Other Intel Processor,0,0,0,32,Intel,Windows
HP,Notebook,4,2.04,97521.564816,1,0,100.45466986113651,Intel Core i5,1024,0,0,0,Intel,Windows
Asus,Gaming,24,2.24,555053.9904,0,0,141.21199808219862,Intel Core i7,0,512,0,0,Nvidia,Windows
HP,Notebook,8,2.04,166254.3792,0,0,141.21199808219862,Intel Core i5,0,256,0,0,Nvidia,Windows
Asus,Gaming,16,3.0,281267.25119999994,0,0,127.33567457123111,Intel Core i7,1024,256,0,0,Nvidia,Windows
Lenovo,Gaming,8,3.2,261630.9072,0,1,141.21199808219862,Intel Core i7,1024,256,0,0,Nvidia,Windows
HP,Ultrabook,8,1.32,261630.9072,0,1,165.6321180513006,Intel Core i7,0,256,0,0,Intel,Windows
Dell,Notebook,8,1.64,239325.890544,0,0,157.3505121487356,Intel Core i5,0,256,0,0,Intel,Windows
HP,Notebook,4,1.63,128851.81919999998,0,0,100.45466986113651,Intel Core i3,0,128,0,0,Intel,Windows
Dell,Notebook,8,2.8,166254.3792,0,1,127.33567457123111,Intel Core i5,1024,128,0,0,AMD,Others/No OS/Linux
Lenovo,Notebook,8,2.02,250597.15199999997,0,0,157.3505121487356,Intel Core i5,0,256,0,0,Intel,Windows
Lenovo,Notebook,4,2.2,149423.2272,0,0,141.21199808219862,Intel Core i7,1024,0,0,0,Nvidia,Windows
Lenovo,Notebook,8,2.2,85838.8752,0,0,100.45466986113651,Intel Core i3,2048,0,0,0,Nvidia,Others/No OS/Linux
Dell,Notebook,4,2.3,109402.488,0,0,141.21199808219862,Intel Core i5,500,0,0,0,AMD,Windows
Dell,Notebook,8,1.9,257516.62559999997,0,0,141.21199808219862,Intel Core i5,0,256,0,0,Intel,Windows
Dell,Gaming,16,4.42,563426.553456,0,1,127.33567457123111,Intel Core i7,1024,128,0,0,Nvidia,Windows
Toshiba,Notebook,8,2.0,160831.008,0,1,141.21199808219862,Intel Core i5,500,0,0,0,Intel,Windows
Asus,Notebook,8,2.0,242929.6272,0,1,282.42399616439724,Intel Core i7,1024,256,0,0,Nvidia,Windows
Mediacom,Notebook,4,1.2,69007.7232,0,1,165.6321180513006,Other Intel Processor,0,32,0,0,Intel,Windows
Asus,Gaming,8,2.3,308384.10719999997,0,1,141.21199808219862,Intel Core i5,1024,128,0,0,Nvidia,Windows
Dell,Notebook,8,1.93,256020.52319999997,0,0,141.21199808219862,Intel Core i7,0,256,0,0,Nvidia,Windows
Dell,Notebook,8,2.2,149125.87684799999,0,0,141.21199808219862,Intel Core i5,0,256,0,0,AMD,Windows
HP,Notebook,4,1.86,74616.237072,0,0,141.21199808219862,Other Intel Processor,0,256,0,0,Intel,Windows
HP,Gaming,12,2.62,336436.0272,0,0,127.33567457123111,Intel Core i7,1024,0,0,0,Nvidia,Windows
Lenovo,Notebook,8,1.87,160643.99519999998,0,1,157.3505121487356,Intel Core i7,0,256,0,0,Nvidia,Windows
Dell,Ultrabook,8,1.2,261630.9072,1,0,276.053530085501,Intel Core i7,0,256,0,0,Intel,Windows
Dell,Notebook,4,1.6,137617.10913599998,0,0,157.3505121487356,Intel Core i3,0,128,0,0,Intel,Windows
HP,Ultrabook,8,1.34,214129.656,0,1,276.053530085501,Intel Core i7,0,256,0,0,Intel,Windows
Acer,Gaming,8,2.4,149236.2144,0,0,141.21199808219862,Intel Core i5,1024,0,0,0,Nvidia,Others/No OS/Linux
Asus,Notebook,4,2.0,65267.4672,0,0,100.45466986113651,AMD Processor,500,0,0,0,AMD,Windows
HP,Notebook,4,2.1,131937.5304,0,0,141.21199808219862,Intel Core i3,0,128,0,0,Intel,Windows
Lenovo,Notebook,4,1.87,146805.048,0,0,157.3505121487356,Intel Core i5,500,0,0,0,Intel,Windows
Lenovo,Notebook,4,2.15,86465.36808,0,0,141.21199808219862,Intel Core i5,1024,0,0,0,Intel,Others/No OS/Linux
HP,Notebook,4,1.86,74244.08159999999,0,0,141.21199808219862,Intel Core i3,500,0,0,0,Intel,Windows
Lenovo,Notebook,8,1.99,323345.13119999995,0,1,141.21199808219862,Intel Core i7,0,512,0,0,Intel,Windows
Lenovo,Notebook,4,2.2,93319.3872,0,0,141.21199808219862,Intel Core i3,0,128,0,0,Intel,Windows
Dell,Notebook,8,1.9,208891.42747199998,0,0,141.21199808219862,Intel Core i5,0,256,0,0,Intel,Windows
Dell,Gaming,16,4.42,504747.5472,0,1,127.33567457123111,Intel Core i7,1024,256,0,0,Nvidia,Windows
HP,Notebook,8,2.65,101763.01512,0,0,106.11306214269258,Intel Core i3,1024,0,0,0,Intel,Windows
HP,Notebook,8,2.63,239376.38399999996,0,0,127.33567457123111,Intel Core i7,1024,0,0,0,Nvidia,Windows
Asus,Notebook,4,2.0,41890.86719999999,0,0,100.45466986113651,Other Intel Processor,500,0,0,0,Intel,Others/No OS/Linux
Mediacom,Notebook,4,1.35,47688.263999999996,0,1,165.6321180513006,Other Intel Processor,0,0,0,32,Intel,Windows
Lenovo,Notebook,6,2.8,177475.1472,0,0,106.11306214269258,Intel Core i7,1024,128,0,0,Nvidia,Windows
HP,Notebook,6,1.91,106391.58191999998,0,1,141.21199808219862,AMD Processor,0,128,0,0,AMD,Windows
Dell,Notebook,4,2.18,115555.20911999998,0,0,100.45466986113651,Intel Core i3,1024,0,0,0,AMD,Windows
Acer,2 in 1 Convertible,4,1.25,65267.4672,1,1,189.90579052433606,Other Intel Processor,0,0,0,32,Intel,Windows
Lenovo,Notebook,4,2.05,117818.064,0,0,141.21199808219862,Intel Core i3,0,128,0,0,Intel,Windows
HP,Ultrabook,16,1.16,367480.15199999994,1,1,276.053530085501,Other Intel Processor,0,512,0,0,Intel,Windows
Lenovo,Notebook,8,3.4,560851.3872,0,1,127.33567457123111,Intel Core i7,0,256,0,0,Nvidia,Windows
Asus,Notebook,8,2.5,156903.73919999998,0,0,141.21199808219862,Intel Core i5,1024,128,0,0,Nvidia,Windows
Dell,Ultrabook,8,1.21,299033.4672,1,1,331.2642361026012,Intel Core i5,0,128,0,0,Intel,Windows
Dell,Notebook,4,1.93,179345.27519999997,0,0,100.45466986113651,Intel Core i5,500,0,0,0,Intel,Windows
Fujitsu,Notebook,8,2.2,138202.45919999998,0,0,100.45466986113651,Intel Core i5,1024,0,0,0,Intel,Windows
Lenovo,Notebook,4,2.2,64332.40319999999,0,0,141.21199808219862,Other Intel Processor,500,0,0,0,Intel,Windows
Lenovo,Notebook,4,2.02,185142.672,0,0,111.93520355955211,Intel Core i5,500,0,0,0,Intel,Windows
HP,Workstation,8,3.14,348028.950672,0,0,106.11306214269258,Intel Core i5,500,0,0,0,Nvidia,Windows
HP,Notebook,8,1.94,72747.97919999999,0,0,111.93520355955211,Other Intel Processor,2048,0,0,0,Intel,Windows
HP,Notebook,6,1.95,121371.3072,0,1,141.21199808219862,AMD Processor,0,256,0,0,AMD,Windows
Lenovo,Notebook,8,2.3,155220.62399999998,0,0,141.21199808219862,Intel Core i5,0,256,0,0,Intel,Windows
Lenovo,Notebook,4,2.05,128103.768,0,0,141.21199808219862,Intel Core i5,500,0,0,0,Intel,Windows
Mediacom,Notebook,4,1.4,46566.18719999999,0,0,157.3505121487356,Other Intel Processor,0,32,0,0,Intel,Windows
Toshiba,Ultrabook,16,1.24,348778.872,1,0,157.3505121487356,Intel Core i7,0,512,0,0,Intel,Windows
Lenovo,Gaming,32,4.6,498015.0863999999,0,1,127.33567457123111,Intel Core i7,1024,256,0,0,Nvidia,Windows
MSI,Gaming,16,4.14,510357.93119999993,0,0,127.33567457123111,Intel Core i7,1024,512,0,0,Nvidia,Windows
Dell,Notebook,8,2.2,140074.457328,0,0,141.21199808219862,Intel Core i7,0,256,0,0,AMD,Others/No OS/Linux
Mediacom,Notebook,4,1.45,72747.97919999999,0,1,157.3505121487356,Other Intel Processor,0,32,0,0,Intel,Windows
Dell,Notebook,8,1.9,188606.14905599997,0,0,100.45466986113651,Intel Core i5,500,0,0,0,Intel,Windows
HP,Notebook,4,1.49,134462.2032,0,0,165.6321180513006,Intel Core i3,0,128,0,0,Intel,Windows
Dell,Notebook,16,1.93,287511.608592,0,0,141.21199808219862,Intel Core i7,0,256,0,0,Nvidia,Windows
Dell,Netbook,4,1.26,55168.776,0,0,135.0942111925629,Other Intel Processor,0,0,0,16,Intel,Others/No OS/Linux
MSI,Gaming,16,4.5,439293.0672,0,0,127.33567457123111,Intel Core i7,1024,128,0,0,Nvidia,Windows
HP,Gaming,16,3.78,280145.1744,0,1,127.33567457123111,Intel Core i7,1024,256,0,0,Nvidia,Windows
Lenovo,Ultrabook,12,1.4,312872.4144,0,1,157.3505121487356,Intel Core i7,0,256,0,0,Intel,Windows
Lenovo,Notebook,12,2.2,113890.7952,1,0,100.45466986113651,Intel Core i7,1024,0,0,0,Intel,Windows
Asus,Gaming,8,2.73,331012.656,0,1,127.33567457123111,Intel Core i5,1024,128,0,0,Nvidia,Windows
Asus,2 in 1 Convertible,8,2.2,138202.45919999998,1,0,100.45466986113651,Intel Core i5,1024,0,0,0,Intel,Windows
Lenovo,Notebook,12,2.2,177475.1472,0,0,141.21199808219862,AMD Processor,0,512,0,0,AMD,Windows
Dell,2 in 1 Convertible,4,1.39,112768.7184,1,0,135.0942111925629,Other Intel Processor,0,128,0,0,Intel,Windows
Samsung,Notebook,16,2.5,317734.7472,0,0,141.21199808219862,Intel Core i7,1024,128,0,0,Nvidia,Windows
Lenovo,Notebook,4,2.8,98929.77119999999,0,0,127.33567457123111,Intel Core i3,500,0,0,0,Intel,Others/No OS/Linux
Lenovo,Notebook,8,2.29,85838.8752,0,0,100.45466986113651,Intel Core i3,1024,0,0,0,Intel,Windows
Lenovo,2 in 1 Convertible,8,1.37,378700.92,1,1,165.6321180513006,Intel Core i7,0,512,0,0,Intel,Windows
Lenovo,Notebook,8,1.7,275656.8672,0,1,157.3505121487356,Intel Core i5,0,256,0,0,Intel,Windows
Dell,2 in 1 Convertible,8,1.34,312311.37599999993,1,0,176.23257360658386,Intel Core i5,0,256,0,0,Intel,Windows
Dell,Workstation,8,2.06,329703.56639999995,1,0,141.21199808219862,Intel Core i7,0,256,0,0,Nvidia,Windows
HP,Notebook,8,1.84,227968.60319999998,0,0,141.21199808219862,Intel Core i7,0,256,0,0,Intel,Windows
HP,Notebook,4,2.1,125014.31654399999,0,0,100.45466986113651,Intel Core i3,500,0,0,0,Intel,Windows
Acer,Notebook,4,1.6,61527.21119999999,0,0,157.3505121487356,Other Intel Processor,0,0,0,32,Intel,Windows
MSI,Gaming,16,4.14,411241.1472,0,0,127.33567457123111,Intel Core i7,1024,128,0,0,Nvidia,Windows
Dell,Notebook,4,2.18,86960.95199999999,0,0,100.45466986113651,Intel Core i3,1024,0,0,0,AMD,Others/No OS/Linux
MSI,Gaming,16,1.8,429942.4272,0,0,282.42399616439724,Intel Core i7,2048,256,0,0,Nvidia,Windows
Toshiba,Notebook,8,2.2,261630.9072,0,1,141.21199808219862,Intel Core i7,0,256,0,0,Intel,Windows
Lenovo,Notebook,6,2.4,105475.21919999999,0,0,141.21199808219862,Intel Core i5,1024,0,0,0,Intel,Windows
Lenovo,2 in 1 Convertible,8,2.0,242929.6272,1,1,141.21199808219862,Intel Core i7,0,256,0,0,Intel,Windows
Acer,Notebook,4,1.6,65267.4672,0,0,111.93520355955211,Other Intel Processor,0,0,0,128,Intel,Windows
Lenovo,Notebook,32,2.5,916175.7072,0,1,282.42399616439724,Other Intel Processor,0,1024,0,0,Nvidia,Windows
Dell,Gaming,16,2.59,164386.121328,0,0,141.21199808219862,Intel Core i7,1024,0,0,0,Nvidia,Windows
Dell,Notebook,4,2.18,83014.98191999999,0,0,100.45466986113651,Intel Core i3,1024,0,0,0,Intel,Others/No OS/Linux
Dell,Notebook,4,2.25,67137.5952,0,0,100.45466986113651,Intel Core i3,1024,0,0,0,Intel,Others/No OS/Linux
Dell,Notebook,4,1.93,162514.1232,0,0,100.45466986113651,Intel Core i5,500,0,0,0,Intel,Others/No OS/Linux
Asus,Gaming,8,3.0,218430.9504,0,0,127.33567457123111,Intel Core i7,1024,128,0,0,Nvidia,Windows
Dell,Notebook,4,2.18,106410.28319999999,0,0,141.21199808219862,Intel Core i5,0,128,0,0,AMD,Others/No OS/Linux
HP,Ultrabook,8,1.84,259760.7792,0,0,141.21199808219862,Intel Core i7,0,512,0,0,Intel,Windows
MSI,Gaming,16,2.94,424118.848608,0,0,141.21199808219862,Intel Core i7,1024,256,0,0,Nvidia,Windows
Acer,2 in 1 Convertible,4,1.25,70877.85119999999,1,1,135.0942111925629,Other Intel Processor,0,0,0,32,Intel,Others/No OS/Linux
HP,Notebook,8,2.31,210202.3872,0,0,111.93520355955211,Intel Core i5,0,256,0,0,Intel,Windows
Lenovo,Notebook,8,1.65,273973.752,0,0,157.3505121487356,Intel Core i5,0,256,0,0,Intel,Windows
Dell,Notebook,4,2.2,145121.93279999998,0,0,141.21199808219862,Intel Core i5,1024,0,0,0,AMD,Windows
Fujitsu,Notebook,8,2.2,149423.2272,0,0,100.45466986113651,Intel Core i5,0,256,0,0,Intel,Windows
HP,Notebook,4,1.88,174295.92959999997,0,0,100.45466986113651,Intel Core i5,500,0,0,0,Intel,Windows
Lenovo,Notebook,8,2.2,168124.5072,0,0,141.21199808219862,Intel Core i7,1024,0,0,0,Nvidia,Windows
Mediacom,Notebook,2,1.4,44696.059199999996,0,0,157.3505121487356,Other Intel Processor,0,0,0,32,Intel,Windows
Lenovo,Notebook,4,2.2,87521.9904,0,0,141.21199808219862,Intel Core i5,0,128,0,0,Intel,Others/No OS/Linux
Asus,2 in 1 Convertible,6,1.5,119503.049328,1,0,165.6321180513006,Intel Core i5,1024,0,0,0,Intel,Windows
Dell,Notebook,8,2.0,340363.296,0,0,141.21199808219862,Intel Core i7,0,256,0,0,Nvidia,Windows
Asus,Ultrabook,16,1.1,355324.32,0,0,157.3505121487356,Intel Core i7,0,512,0,0,Intel,Windows
Dell,Gaming,16,2.62,276591.9312,0,0,141.21199808219862,Intel Core i7,1024,256,0,0,Nvidia,Windows
Lenovo,Notebook,4,1.8,155033.6112,0,0,141.21199808219862,Intel Core i5,0,256,0,0,Intel,Windows
Lenovo,Notebook,4,2.2,108280.41119999999,0,0,141.21199808219862,Intel Core i3,1024,0,0,0,Nvidia,Windows
Asus,Notebook,8,2.0,74618.1072,0,0,100.45466986113651,Other Intel Processor,1024,0,0,0,Intel,Windows
Asus,Notebook,8,1.99,169549.544736,0,0,141.21199808219862,Intel Core i5,1024,0,0,0,Nvidia,Windows
Dell,Ultrabook,8,1.23,349526.9232,1,0,276.053530085501,Intel Core i5,0,256,0,0,Intel,Windows
Lenovo,Notebook,2,1.42,46566.18719999999,0,0,111.93520355955211,Other Intel Processor,0,0,0,32,Intel,Windows
Lenovo,2 in 1 Convertible,8,1.37,328660.03497599997,1,1,165.6321180513006,Intel Core i7,0,256,0,0,Intel,Windows
Dell,Notebook,16,2.06,448643.7072,1,0,282.42399616439724,Intel Core i7,0,1024,0,0,Nvidia,Windows
Lenovo,Gaming,8,2.5,207397.1952,0,1,141.21199808219862,Intel Core i7,1024,128,0,0,Nvidia,Windows
HP,Notebook,8,2.6,97414.96751999999,0,0,107.98564559226952,AMD Processor,1024,0,0,0,AMD,Windows
Lenovo,Ultrabook,16,1.14,458181.36,0,1,157.3505121487356,Intel Core i7,0,512,0,0,Intel,Windows
Asus,Gaming,8,2.5,218617.9632,0,1,141.21199808219862,Intel Core i7,1024,0,0,0,Nvidia,Others/No OS/Linux
Acer,Notebook,4,2.4,84155.76,0,0,100.45466986113651,Intel Core i3,500,0,0,0,Intel,Windows
Lenovo,Notebook,4,1.43,51241.50719999999,0,0,111.93520355955211,Other Intel Processor,0,0,0,32,Intel,Windows
Acer,Ultrabook,8,1.8,171864.7632,0,1,157.3505121487356,Intel Core i5,0,256,0,0,Intel,Windows
Razer,Gaming,16,1.95,486046.2672,0,0,157.3505121487356,Intel Core i7,0,256,0,0,Nvidia,Windows
Toshiba,Notebook,8,1.2,226846.52639999997,0,0,165.6321180513006,Intel Core i5,0,256,0,0,Intel,Windows
Lenovo,Ultrabook,8,1.36,296228.2752,0,1,176.23257360658386,Intel Core i7,0,256,0,0,Intel,Windows
Asus,Gaming,32,3.8,523448.8272,0,1,127.33567457123111,Intel Core i7,0,512,0,0,Nvidia,Windows
Acer,Gaming,8,2.4,132592.0752,0,0,141.21199808219862,Intel Core i5,1024,0,0,0,Nvidia,Others/No OS/Linux
Dell,Ultrabook,8,1.2,271149.85872,0,0,165.6321180513006,Intel Core i5,0,256,0,0,Intel,Windows
MSI,Gaming,8,2.2,222881.85503999997,0,0,141.21199808219862,Intel Core i7,1024,128,0,0,Nvidia,Windows
HP,Notebook,4,1.86,68240.97072,0,0,100.45466986113651,Intel Core i3,500,0,0,0,Intel,Others/No OS/Linux
Toshiba,Notebook,8,2.0,198981.6192,0,1,141.21199808219862,Intel Core i5,500,0,0,0,Intel,Windows
Dell,Notebook,8,2.2,171864.7632,0,0,141.21199808219862,Intel Core i7,0,256,0,0,AMD,Windows
Dell,Notebook,16,2.2,212259.528,0,0,141.21199808219862,Intel Core i7,2048,256,0,0,AMD,Windows
Lenovo,Gaming,8,3.31,223667.30879999997,0,1,141.21199808219862,Intel Core i7,1024,128,0,0,Nvidia,Windows
Dell,Gaming,32,4.42,588598.4763359999,0,1,254.67134914246222,Intel Core i7,1024,512,0,0,Nvidia,Windows
Dell,Notebook,8,1.56,229838.7312,0,0,157.3505121487356,Intel Core i5,0,256,0,0,Intel,Windows
Lenovo,Notebook,4,2.2,78358.36319999999,0,0,100.45466986113651,Other Intel Processor,500,0,0,0,Intel,Windows
Lenovo,Notebook,4,2.2,100051.848,0,0,141.21199808219862,Intel Core i5,500,0,0,0,Intel,Windows
HP,Notebook,6,2.04,100799.89919999999,0,0,141.21199808219862,Intel Core i3,1024,0,0,0,AMD,Windows
MSI,Gaming,8,2.7,278045.02065599995,0,0,127.33567457123111,Intel Core i7,1024,128,0,0,Nvidia,Windows
Toshiba,Notebook,4,2.1,93132.37439999999,0,0,100.45466986113651,Intel Core i3,0,128,0,0,Intel,Windows
Dell,Notebook,8,2.06,178597.224,0,0,141.21199808219862,Intel Core i5,1024,0,0,0,Intel,Windows
HP,Notebook,8,2.1,139324.536,0,0,141.21199808219862,Intel Core i7,1024,0,0,0,AMD,Windows
Toshiba,Notebook,8,2.0,235262.10239999995,0,1,141.21199808219862,Intel Core i5,0,256,0,0,Intel,Windows
Acer,Notebook,4,2.1,77049.2736,0,0,100.45466986113651,Intel Core i3,0,128,0,0,Intel,Others/No OS/Linux
Microsoft,Ultrabook,8,1.252,349311.85847999994,1,0,200.84255993695703,Intel Core i7,0,256,0,0,Intel,Windows
Lenovo,Notebook,8,1.9,152967.11975999997,0,0,141.21199808219862,Intel Core i5,1024,128,0,0,AMD,Windows
Lenovo,2 in 1 Convertible,8,1.3,193371.23519999997,1,1,165.6321180513006,Intel Core i5,0,256,0,0,Intel,Windows
Lenovo,Notebook,4,2.2,65267.4672,0,0,100.45466986113651,AMD Processor,0,128,0,0,AMD,Windows
HP,2 in 1 Convertible,4,1.63,130721.9472,1,1,157.3505121487356,Intel Core i3,0,128,0,0,Nvidia,Windows
MSI,Gaming,16,2.4,241994.56319999995,0,0,141.21199808219862,Intel Core i7,1024,256,0,0,Nvidia,Windows
Asus,Ultrabook,8,1.1,212259.528,0,0,157.3505121487356,Intel Core i5,0,256,0,0,Intel,Windows
HP,2 in 1 Convertible,8,1.4,92571.336,1,0,135.0942111925629,Other Intel Processor,0,0,0,64,Intel,Others/No OS/Linux
LG,Ultrabook,8,1.09,429942.4272,0,1,141.21199808219862,Intel Core i7,0,512,0,0,Intel,Windows
Acer,Gaming,16,2.5,242929.6272,0,0,141.21199808219862,Intel Core i5,0,256,0,0,Nvidia,Windows
MSI,Gaming,8,2.2,186620.07312,0,0,141.21199808219862,Intel Core i5,0,256,0,0,Nvidia,Windows
Asus,Notebook,4,1.86,78358.36319999999,0,0,100.45466986113651,Other Intel Processor,0,128,0,0,Intel,Windows
Dell,Gaming,16,3.21,383563.25279999996,0,0,141.21199808219862,Intel Core i5,1024,128,0,0,Nvidia,Windows
HP,Notebook,4,2.5,130721.9472,0,1,127.33567457123111,Intel Core i3,0,256,0,0,AMD,Windows
Lenovo,2 in 1 Convertible,8,1.19,280332.1872,1,1,165.6321180513006,Intel Core i7,0,512,0,0,Intel,Windows
