Company,TypeName,Ram,OpSys,Weight,CPU,GPU,TouchScreen,IPS,HDD,SSD,PPI
Asus,Gaming,8,Windows,2.73,Intel Core i5,Nvidia,0,1,,128,127.33567457123111
Asus,2 in 1 Convertible,8,Windows,2.2,Intel Core i5,Intel,1,0,,,100.45466986113651
Lenovo,Notebook,12,Windows,2.2,AMD,AMD,0,0,,512,141.21199808219862
Dell,2 in 1 Convertible,4,Windows,1.39,Other Intel Processor,Intel,1,0,,128,135.0942111925629
Samsung,Notebook,16,Windows,2.5,Intel Core i7,Nvidia,0,0,,128,141.21199808219862
Lenovo,Notebook,4,Other,2.8,Intel Core i3,Intel,0,0,0,,127.33567457123111
Lenovo,Notebook,8,Windows,2.29,Intel Core i3,Intel,0,0,,,100.45466986113651
Lenovo,2 in 1 Convertible,8,Windows,1.37,Intel Core i7,Intel,1,1,,512,165.6321180513006
Lenovo,Notebook,8,Windows,1.7,Intel Core i5,Intel,0,1,,256,157.3505121487356
Dell,2 in 1 Convertible,8,Windows,1.34,Intel Core i5,Intel,1,0,,256,176.23257360658386
Dell,Workstation,8,Windows,2.06,Intel Core i7,Nvidia,1,0,,256,141.21199808219862
HP,Notebook,8,Windows,1.84,Intel Core i7,Intel,0,0,,256,141.21199808219862
HP,Notebook,4,Windows,2.1,Intel Core i3,Intel,0,0,0,,100.45466986113651
Acer,Notebook,4,Windows,1.6,Other Intel Processor,Intel,0,0,,,157.3505121487356
MSI,Gaming,16,Windows,4.14,Intel Core i7,Nvidia,0,0,,128,127.33567457123111
Dell,Notebook,4,Other,2.18,Intel Core i3,AMD,0,0,,,100.45466986113651
MSI,Gaming,16,Windows,1.8,Intel Core i7,Nvidia,0,0,,256,282.42399616439724
Toshiba,Notebook,8,Windows,2.2,Intel Core i7,Intel,0,1,,256,141.21199808219862
Lenovo,Notebook,6,Windows,2.4,Intel Core i5,Intel,0,0,,,141.21199808219862
Lenovo,2 in 1 Convertible,8,Windows,2.0,Intel Core i7,Intel,1,1,,256,141.21199808219862
Acer,Notebook,4,Windows,1.6,Other Intel Processor,Intel,0,0,,,111.93520355955211
Lenovo,Notebook,32,Windows,2.5,Other Intel Processor,Nvidia,0,1,,,282.42399616439724
Dell,Gaming,16,Windows,2.59,Intel Core i7,Nvidia,0,0,,,141.21199808219862
Dell,Notebook,4,Other,2.18,Intel Core i3,Intel,0,0,,,100.45466986113651
Dell,Notebook,4,Other,2.25,Intel Core i3,Intel,0,0,,,100.45466986113651
Dell,Notebook,4,Other,1.93,Intel Core i5,Intel,0,0,0,,100.45466986113651
Asus,Gaming,8,Windows,3.0,Intel Core i7,Nvidia,0,0,,128,127.33567457123111
Dell,Notebook,4,Other,2.18,Intel Core i5,AMD,0,0,,128,141.21199808219862
HP,Ultrabook,8,Windows,1.84,Intel Core i7,Intel,0,0,,512,141.21199808219862
MSI,Gaming,16,Windows,2.94,Intel Core i7,Nvidia,0,0,,256,141.21199808219862
Acer,2 in 1 Convertible,4,Other,1.25,Other Intel Processor,Intel,1,1,,,135.0942111925629
HP,Notebook,8,Windows,2.31,Intel Core i5,Intel,0,0,,256,111.93520355955211
Lenovo,Notebook,8,Windows,1.65,Intel Core i5,Intel,0,0,,256,157.3505121487356
Dell,Notebook,4,Windows,2.2,Intel Core i5,AMD,0,0,,,141.21199808219862
Fujitsu,Notebook,8,Windows,2.2,Intel Core i5,Intel,0,0,,256,100.45466986113651
HP,Notebook,4,Windows,1.88,Intel Core i5,Intel,0,0,0,,100.45466986113651
Lenovo,Notebook,8,Windows,2.2,Intel Core i7,Nvidia,0,0,,,141.21199808219862
Mediacom,Notebook,2,Windows,1.4,Other Intel Processor,Intel,0,0,,,157.3505121487356
Lenovo,Notebook,4,Other,2.2,Intel Core i5,Intel,0,0,,128,141.21199808219862
Asus,2 in 1 Convertible,6,Windows,1.5,Intel Core i5,Intel,1,0,,,165.6321180513006
Dell,Notebook,8,Windows,2.0,Intel Core i7,Nvidia,0,0,,256,141.21199808219862
Asus,Ultrabook,16,Windows,1.1,Intel Core i7,Intel,0,0,,512,157.3505121487356
Dell,Gaming,16,Windows,2.62,Intel Core i7,Nvidia,0,0,,256,141.21199808219862
Lenovo,Notebook,4,Windows,1.8,Intel Core i5,Intel,0,0,,256,141.21199808219862
Lenovo,Notebook,4,Windows,2.2,Intel Core i3,Nvidia,0,0,,,141.21199808219862
Asus,Notebook,8,Windows,2.0,Other Intel Processor,Intel,0,0,,,100.45466986113651
Asus,Notebook,8,Windows,1.99,Intel Core i5,Nvidia,0,0,,,141.21199808219862
Dell,Ultrabook,8,Windows,1.23,Intel Core i5,Intel,1,0,,256,276.053530085501
Lenovo,Notebook,2,Windows,1.42,Other Intel Processor,Intel,0,0,,,111.93520355955211
Lenovo,2 in 1 Convertible,8,Windows,1.37,Intel Core i7,Intel,1,1,,256,165.6321180513006
Dell,Notebook,16,Windows,2.06,Intel Core i7,Nvidia,1,0,,,282.42399616439724
Lenovo,Gaming,8,Windows,2.5,Intel Core i7,Nvidia,0,1,,128,141.21199808219862
HP,Notebook,8,Windows,2.6,AMD,AMD,0,0,,,107.98564559226952
Lenovo,Ultrabook,16,Windows,1.14,Intel Core i7,Intel,0,1,,512,157.3505121487356
Asus,Gaming,8,Other,2.5,Intel Core i7,Nvidia,0,1,,,141.21199808219862
Acer,Notebook,4,Windows,2.4,Intel Core i3,Intel,0,0,0,,100.45466986113651
Lenovo,Notebook,4,Windows,1.43,Other Intel Processor,Intel,0,0,,,111.93520355955211
Acer,Ultrabook,8,Windows,1.8,Intel Core i5,Intel,0,1,,256,157.3505121487356
Razer,Gaming,16,Windows,1.95,Intel Core i7,Nvidia,0,0,,256,157.3505121487356
Toshiba,Notebook,8,Windows,1.2,Intel Core i5,Intel,0,0,,256,165.6321180513006
Lenovo,Ultrabook,8,Windows,1.36,Intel Core i7,Intel,0,1,,256,176.23257360658386
Asus,Gaming,32,Windows,3.8,Intel Core i7,Nvidia,0,1,,512,127.33567457123111
Acer,Gaming,8,Other,2.4,Intel Core i5,Nvidia,0,0,,,141.21199808219862
Dell,Ultrabook,8,Windows,1.2,Intel Core i5,Intel,0,0,,256,165.6321180513006
MSI,Gaming,8,Windows,2.2,Intel Core i7,Nvidia,0,0,,128,141.21199808219862
HP,Notebook,4,Other,1.86,Intel Core i3,Intel,0,0,0,,100.45466986113651
Toshiba,Notebook,8,Windows,2.0,Intel Core i5,Intel,0,1,0,,141.21199808219862
Dell,Notebook,8,Windows,2.2,Intel Core i7,AMD,0,0,,256,141.21199808219862
Dell,Notebook,16,Windows,2.2,Intel Core i7,AMD,0,0,,256,141.21199808219862
Lenovo,Gaming,8,Windows,3.31,Intel Core i7,Nvidia,0,1,,128,141.21199808219862
Dell,Gaming,32,Windows,4.42,Intel Core i7,Nvidia,0,1,,512,254.67134914246222
Dell,Notebook,8,Windows,1.56,Intel Core i5,Intel,0,0,,256,157.3505121487356
Lenovo,Notebook,4,Windows,2.2,Other Intel Processor,Intel,0,0,0,,100.45466986113651
Lenovo,Notebook,4,Windows,2.2,Intel Core i5,Intel,0,0,0,,141.21199808219862
HP,Notebook,6,Windows,2.04,Intel Core i3,AMD,0,0,,,141.21199808219862
MSI,Gaming,8,Windows,2.7,Intel Core i7,Nvidia,0,0,,128,127.33567457123111
Toshiba,Notebook,4,Windows,2.1,Intel Core i3,Intel,0,0,,128,100.45466986113651
Dell,Notebook,8,Windows,2.06,Intel Core i5,Intel,0,0,,,141.21199808219862
HP,Notebook,8,Windows,2.1,Intel Core i7,AMD,0,0,,,141.21199808219862
Toshiba,Notebook,8,Windows,2.0,Intel Core i5,Intel,0,1,,256,141.21199808219862
Acer,Notebook,4,Other,2.1,Intel Core i3,Intel,0,0,,128,100.45466986113651
Microsoft,Ultrabook,8,Windows,1.252,Intel Core i7,Intel,1,0,,256,200.84255993695703
Lenovo,Notebook,8,Windows,1.9,Intel Core i5,AMD,0,0,,128,141.21199808219862
Lenovo,2 in 1 Convertible,8,Windows,1.3,Intel Core i5,Intel,1,1,,256,165.6321180513006
Lenovo,Notebook,4,Windows,2.2,AMD,AMD,0,0,,128,100.45466986113651
HP,2 in 1 Convertible,4,Windows,1.63,Intel Core i3,Nvidia,1,1,,128,157.3505121487356
MSI,Gaming,16,Windows,2.4,Intel Core i7,Nvidia,0,0,,256,141.21199808219862
Asus,Ultrabook,8,Windows,1.1,Intel Core i5,Intel,0,0,,256,157.3505121487356
HP,2 in 1 Convertible,8,Other,1.4,Other Intel Processor,Intel,1,0,,,135.0942111925629
LG,Ultrabook,8,Windows,1.09,Intel Core i7,Intel,0,1,,512,141.21199808219862
Acer,Gaming,16,Windows,2.5,Intel Core i5,Nvidia,0,0,,256,141.21199808219862
MSI,Gaming,8,Windows,2.2,Intel Core i5,Nvidia,0,0,,256,141.21199808219862
Asus,Notebook,4,Windows,1.86,Other Intel Processor,Intel,0,0,,128,100.45466986113651
Dell,Gaming,16,Windows,3.21,Intel Core i5,Nvidia,0,0,,128,141.21199808219862
HP,Notebook,4,Windows,2.5,Intel Core i3,AMD,0,1,,256,127.33567457123111
Lenovo,2 in 1 Convertible,8,Windows,1.19,Intel Core i7,Intel,1,1,,512,165.6321180513006
Dell,Gaming,16,Windows,3.49,Intel Core i7,Nvidia,0,0,,256,141.21199808219862
HP,Notebook,4,Windows,1.86,Intel Core i5,AMD,0,0,0,,100.45466986113651
Dell,Notebook,4,Windows,2.2,Intel Core i3,AMD,0,0,,,100.45466986113651
HP,Notebook,6,Windows,2.65,AMD,AMD,0,1,,,127.33567457123111
Lenovo,Notebook,4,Windows,2.1,Other Intel Processor,Intel,0,0,0,,100.45466986113651
Acer,Notebook,4,Other,1.45,Other Intel Processor,Intel,0,0,,,111.93520355955211
Lenovo,Notebook,4,Windows,1.7,Intel Core i5,Intel,0,0,,256,157.3505121487356
HP,Workstation,8,Windows,3.14,Intel Core i7,Nvidia,0,0,0,,127.33567457123111
Lenovo,2 in 1 Convertible,8,Windows,1.42,Intel Core i7,Intel,1,0,,256,209.8006828649808
Toshiba,Notebook,8,Windows,1.5,Intel Core i5,Intel,0,1,,256,165.6321180513006
Acer,Netbook,4,Windows,1.4,Other Intel Processor,Intel,0,0,,,135.0942111925629
Lenovo,2 in 1 Convertible,16,Windows,1.38,Intel Core i7,Intel,1,0,,512,157.3505121487356
Asus,2 in 1 Convertible,4,Other,1.2,Other Intel Processor,Intel,1,0,,,176.23257360658386
Toshiba,Ultrabook,16,Windows,1.36,Intel Core i7,Intel,1,0,,512,165.6321180513006
HP,Notebook,4,Windows,2.1,Intel Core i7,AMD,0,1,0,,141.21199808219862
Dell,Gaming,8,Windows,2.56,Intel Core i5,Nvidia,0,0,,,141.21199808219862
Lenovo,Notebook,4,Windows,2.2,AMD,AMD,0,0,,256,141.21199808219862
Lenovo,Notebook,8,Windows,2.2,AMD,AMD,0,0,,,100.45466986113651
Lenovo,Notebook,4,Windows,2.1,Intel Core i5,Intel,0,0,,,141.21199808219862
Lenovo,Notebook,4,Other,1.9,Intel Core i3,Intel,0,0,0,,100.45466986113651
Dell,Notebook,8,Windows,2.18,Intel Core i5,Intel,0,0,,256,141.21199808219862
Acer,2 in 1 Convertible,8,Windows,1.6,Intel Core i5,Intel,1,1,,256,165.6321180513006
Lenovo,Workstation,16,Windows,2.18,Intel Core i7,Nvidia,0,0,,512,141.21199808219862
Lenovo,Notebook,8,Windows,1.8,Intel Core i5,Intel,0,0,,256,157.3505121487356
HP,Notebook,6,Windows,2.71,AMD,AMD,0,1,,,127.33567457123111
Lenovo,Gaming,8,Windows,2.5,Intel Core i7,Nvidia,0,1,,128,141.21199808219862
Dell,Notebook,8,Other,1.64,Intel Core i5,Nvidia,0,0,,256,157.3505121487356
Dell,Notebook,8,Other,1.98,Intel Core i5,Intel,0,0,,,141.21199808219862
Asus,Notebook,4,Windows,1.5,Other Intel Processor,Intel,0,0,,,157.3505121487356
Dell,Notebook,16,Windows,1.93,Intel Core i5,Intel,0,0,,512,141.21199808219862
Lenovo,Notebook,8,Windows,1.87,Intel Core i5,Nvidia,0,1,,256,157.3505121487356
Dell,Notebook,8,Windows,1.9,Intel Core i5,Intel,0,0,,256,141.21199808219862
Lenovo,Notebook,4,Windows,2.19,AMD,AMD,0,0,0,,100.45466986113651
Mediacom,Notebook,4,Windows,1.4,Other Intel Processor,Intel,0,1,32,,161.72539083525606
HP,Notebook,8,Windows,2.63,Intel Core i7,Nvidia,0,0,,256,127.33567457123111
Lenovo,Ultrabook,8,Windows,1.17,Intel Core i7,Intel,0,1,,512,209.8006828649808
HP,2 in 1 Convertible,8,Windows,1.58,Intel Core i5,Intel,1,1,,256,117.82653006268643
Lenovo,Ultrabook,8,Windows,1.32,Intel Core i5,Intel,0,1,,256,157.3505121487356
Dell,Gaming,32,Windows,4.36,Intel Core i7,Nvidia,0,0,,,254.67134914246222
MSI,Gaming,8,Windows,2.7,Intel Core i7,Nvidia,0,0,,128,127.33567457123111
Lenovo,Notebook,4,Other,1.9,Intel Core i5,Intel,0,0,,,100.45466986113651
Dell,Notebook,8,Windows,2.2,Intel Core i5,AMD,0,0,,128,141.21199808219862
Dell,2 in 1 Convertible,4,Windows,1.71,Intel Core i3,Intel,1,0,,,165.6321180513006
Dell,Notebook,8,Other,2.32,Intel Core i5,AMD,0,0,,,100.45466986113651
HP,Notebook,4,Windows,2.1,AMD,AMD,0,0,,,141.21199808219862
Acer,Gaming,16,Windows,4.2,Intel Core i7,Nvidia,0,1,,128,127.33567457123111
Dell,Notebook,12,Windows,2.25,Intel Core i5,Intel,0,0,,,100.45466986113651
HP,Notebook,6,Windows,2.1,AMD,AMD,0,0,,128,141.21199808219862
Acer,Notebook,4,Windows,2.4,Intel Core i5,Intel,0,0,0,,100.45466986113651
Lenovo,Notebook,8,Windows,1.44,Intel Core i5,Intel,0,1,,256,165.6321180513006
Lenovo,Notebook,4,Windows,1.85,Intel Core i7,Intel,0,0,,,141.21199808219862
HP,Workstation,16,Windows,2.6,Intel Core i7,Nvidia,0,0,,256,141.21199808219862
Dell,2 in 1 Convertible,8,Windows,1.55,Intel Core i5,Intel,1,0,,,165.6321180513006
MSI,Gaming,16,Windows,1.8,Intel Core i7,Nvidia,0,0,,256,141.21199808219862
Acer,Notebook,4,Windows,2.4,Intel Core i3,Intel,0,0,0,,100.45466986113651
Dell,Notebook,8,Windows,2.0,Intel Core i7,Nvidia,0,0,,128,141.21199808219862
Dell,Notebook,8,Windows,2.0,Intel Core i3,Intel,0,0,,256,100.45466986113651
Toshiba,Notebook,8,Windows,1.25,Intel Core i5,Intel,1,1,,256,157.3505121487356
Lenovo,2 in 1 Convertible,8,Windows,1.7,Intel Core i5,Intel,1,0,,256,157.3505121487356
Lenovo,Workstation,16,Windows,2.5,Intel Core i7,Nvidia,0,1,,,282.42399616439724
Acer,Notebook,2,Other,1.68,Other Intel Processor,Intel,0,0,,,111.93520355955211
Samsung,Ultrabook,16,Windows,0.81,Intel Core i7,Intel,0,0,,256,165.6321180513006
HP,Notebook,8,Windows,1.86,Intel Core i3,Intel,0,0,,256,141.21199808219862
Dell,Notebook,8,Windows,1.6,Intel Core i5,Intel,0,0,,256,111.93520355955211
HP,Workstation,16,Windows,3.0,Other Intel Processor,Nvidia,0,1,,256,127.33567457123111
Lenovo,Netbook,4,Windows,1.4,Other Intel Processor,Intel,1,0,,128,135.0942111925629
HP,Notebook,8,Windows,1.84,Intel Core i5,Intel,0,0,,256,141.21199808219862
Asus,Notebook,4,Other,2.45,Intel Core i5,Nvidia,0,0,,,100.45466986113651
Lenovo,Ultrabook,4,Windows,1.7,Intel Core i5,Intel,0,0,,1,157.3505121487356
Asus,Notebook,4,Windows,2.37,Intel Core i7,Intel,0,0,,256,100.45466986113651
Lenovo,2 in 1 Convertible,8,Windows,1.3,Intel Core i5,Intel,1,1,,256,276.053530085501
HP,Notebook,8,Windows,2.2,Intel Core i5,Nvidia,0,1,,128,141.21199808219862
HP,Workstation,8,Windows,2.59,Intel Core i7,Nvidia,0,0,,256,141.21199808219862
Dell,Gaming,16,Windows,4.42,Intel Core i7,Nvidia,0,1,,256,282.42399616439724
Acer,Notebook,4,Windows,2.1,Intel Core i5,Intel,0,0,,256,100.45466986113651
Lenovo,Gaming,8,Windows,2.5,Intel Core i7,Nvidia,0,1,,128,141.21199808219862
Dell,Ultrabook,16,Windows,1.18,Intel Core i7,Intel,0,0,,256,176.23257360658386
Google,Ultrabook,8,Other,1.1,Intel Core i5,Intel,1,0,,256,234.50740003017813
Asus,Ultrabook,8,Windows,1.2,Intel Core i5,Intel,0,1,,256,276.053530085501
Dell,Notebook,4,Windows,1.65,Intel Core i3,Intel,0,0,0,,117.82653006268643
Acer,Notebook,4,Windows,1.6,Intel Core i5,Intel,0,0,,128,117.82653006268643
Asus,Notebook,4,Windows,2.8,Other Intel Processor,Nvidia,0,0,,,90.58340172449303
Dell,Gaming,16,Windows,2.72,Intel Core i7,Nvidia,1,1,,128,282.42399616439724
Samsung,Ultrabook,8,Windows,1.31,Intel Core i7,Intel,1,0,,256,165.6321180513006
Acer,Notebook,4,Other,2.1,Other Intel Processor,Intel,0,0,,,100.45466986113651
Dell,Notebook,16,Windows,2.3,Intel Core i7,AMD,0,0,,256,141.21199808219862
Samsung,2 in 1 Convertible,16,Windows,1.71,Intel Core i7,AMD,1,0,,256,146.86047800548656
Toshiba,Notebook,4,Windows,1.75,Intel Core i5,Intel,0,1,,128,111.93520355955211
Dell,Gaming,8,Windows,2.62,Intel Core i7,Nvidia,0,0,,,141.21199808219862
HP,Ultrabook,4,Windows,1.26,Intel Core i5,Intel,0,0,,256,125.36742798669837
Asus,2 in 1 Convertible,12,Windows,2.3,Intel Core i7,Nvidia,1,0,,,141.21199808219862
Lenovo,Notebook,16,Windows,2.5,Intel Core i7,Nvidia,0,0,,512,282.42399616439724
Acer,Notebook,4,Windows,1.8,Intel Core i3,Intel,0,1,,128,157.3505121487356
Razer,Gaming,16,Windows,1.95,Intel Core i7,Nvidia,0,0,,512,157.3505121487356
Asus,Notebook,8,Windows,2.0,Other Intel Processor,Intel,0,0,,128,141.21199808219862
Dell,Gaming,32,Windows,4.42,Intel Core i7,Nvidia,0,1,,,127.33567457123111
Asus,Gaming,16,Windows,4.3,Intel Core i7,Nvidia,0,1,,256,127.33567457123111
Toshiba,Ultrabook,16,Windows,1.47,Intel Core i7,Nvidia,0,1,,512,157.3505121487356
Lenovo,Notebook,8,Other,2.2,Other Intel Processor,Intel,0,0,,,100.45466986113651
Lenovo,Ultrabook,16,Windows,1.7,Intel Core i7,Intel,0,0,,512,157.3505121487356
MSI,Gaming,16,Windows,1.6,Intel Core i7,Nvidia,0,1,,256,157.3505121487356
MSI,Gaming,8,Windows,2.2,Intel Core i5,Nvidia,0,0,,128,141.21199808219862
Lenovo,Gaming,4,Windows,2.4,Intel Core i7,Nvidia,0,1,,,141.21199808219862
Acer,Gaming,16,Windows,4.2,Intel Core i7,Nvidia,0,1,,256,127.33567457123111
Dell,Gaming,8,Windows,2.62,Intel Core i5,Nvidia,0,0,,256,141.21199808219862
Asus,Gaming,8,Windows,2.24,Intel Core i7,Nvidia,0,0,,128,141.21199808219862
Vero,Notebook,4,Windows,1.22,Other Intel Processor,Intel,0,0,,,157.3505121487356
Lenovo,2 in 1 Convertible,8,Windows,1.37,Intel Core i7,Intel,1,1,,512,165.6321180513006
Lenovo,2 in 1 Convertible,8,Windows,2.08,Intel Core i5,AMD,1,0,,256,141.21199808219862
Apple,Ultrabook,8,Mac,0.92,Other Intel Processor,Intel,0,1,,,226.41554716935852
Lenovo,2 in 1 Convertible,8,Windows,1.42,Intel Core i5,Intel,1,1,,256,209.8006828649808
Asus,Notebook,4,Windows,1.63,Other Intel Processor,Intel,0,0,,,111.93520355955211
Dell,Notebook,8,Windows,1.95,Intel Core i5,Intel,0,0,,128,100.45466986113651
Lenovo,2 in 1 Convertible,8,Windows,1.38,Intel Core i7,Intel,1,1,,256,158.48253022174808
Dell,Notebook,8,Windows,2.0,Intel Core i3,AMD,0,0,,256,141.21199808219862
HP,Workstation,8,Windows,3.14,Intel Core i7,Nvidia,0,0,,256,141.21199808219862
Asus,Notebook,8,Windows,2.37,Intel Core i5,Intel,0,0,,256,141.21199808219862
Dell,Ultrabook,8,Windows,1.29,Intel Core i5,Intel,0,0,,256,165.6321180513006
Dell,Notebook,8,Windows,2.06,Intel Core i5,Nvidia,1,0,,256,282.42399616439724
Dell,Netbook,4,Windows,1.63,Other Intel Processor,Intel,0,0,,128,135.0942111925629
HP,Netbook,8,Windows,1.26,Intel Core i5,Intel,0,0,,256,125.36742798669837
Toshiba,Notebook,4,Windows,2.1,Intel Core i5,Intel,0,0,0,,100.45466986113651
HP,Notebook,8,Windows,2.04,AMD,AMD,0,0,,,100.45466986113651
Dell,Gaming,16,Windows,2.62,Intel Core i7,Nvidia,0,0,,512,282.42399616439724
Lenovo,Notebook,4,Windows,2.4,Intel Core i5,Nvidia,0,0,,,141.21199808219862
HP,Gaming,12,Windows,3.74,Intel Core i7,AMD,0,1,,,127.33567457123111
MSI,Gaming,16,Windows,2.9,Intel Core i7,Nvidia,0,0,,512,127.33567457123111
Samsung,Ultrabook,8,Windows,0.81,Intel Core i5,Intel,0,0,,256,165.6321180513006
Dell,Notebook,8,Windows,1.98,Intel Core i7,Nvidia,0,0,,,141.21199808219862
Dell,Notebook,8,Windows,2.18,Intel Core i5,AMD,0,0,,256,141.21199808219862
Lenovo,Ultrabook,8,Windows,1.32,Intel Core i7,Intel,0,0,,256,157.3505121487356
Razer,Ultrabook,16,Windows,1.29,Intel Core i7,Intel,1,1,,512,352.4651472131677
HP,Netbook,4,Other,1.23,Other Intel Processor,Intel,0,0,,,135.0942111925629
Dell,Gaming,16,Windows,4.36,Intel Core i7,Nvidia,0,1,,128,127.33567457123111
Dell,Notebook,4,Windows,1.76,Intel Core i5,Intel,0,0,0,,111.93520355955211
Lenovo,Notebook,4,Windows,2.1,Intel Core i3,Intel,0,0,0,,100.45466986113651
Toshiba,Ultrabook,4,Windows,1.25,Intel Core i5,Intel,0,0,,128,111.93520355955211
Lenovo,Ultrabook,8,Windows,1.13,Intel Core i7,Intel,0,1,,512,157.3505121487356
MSI,Gaming,8,Windows,2.4,Intel Core i5,Nvidia,0,0,,256,141.21199808219862
Lenovo,Ultrabook,8,Windows,1.13,Intel Core i5,Intel,0,1,,,157.3505121487356
Toshiba,Notebook,4,Windows,1.75,Other Intel Processor,Intel,0,0,,128,111.93520355955211
Asus,2 in 1 Convertible,8,Windows,1.1,Intel Core i5,Intel,1,0,,256,165.6321180513006
Dell,Notebook,4,Windows,1.76,Intel Core i3,Intel,0,0,0,,111.93520355955211
Acer,Netbook,4,Other,1.35,Other Intel Processor,Intel,0,1,,,135.0942111925629
Acer,Notebook,8,Windows,1.5,Intel Core i3,Intel,0,1,,128,157.3505121487356
Razer,Gaming,32,Windows,3.49,Intel Core i7,Nvidia,1,0,,512,254.67134914246222
Lenovo,Ultrabook,16,Windows,1.1,Intel Core i7,Intel,0,1,,512,209.8006828649808
Asus,Notebook,4,Other,2.1,Intel Core i5,Nvidia,0,0,,,141.21199808219862
Lenovo,Notebook,8,Windows,1.7,Intel Core i5,Intel,0,0,,256,157.3505121487356
Lenovo,Notebook,8,Windows,1.32,Intel Core i5,Intel,0,1,,256,157.3505121487356
Dell,Gaming,16,Windows,3.21,Intel Core i7,Nvidia,0,0,,256,141.21199808219862
Asus,Gaming,16,Windows,2.9,Intel Core i7,Nvidia,0,0,,256,127.33567457123111
Toshiba,Notebook,4,Windows,2.0,Intel Core i3,Intel,0,0,0,,100.45466986113651
Lenovo,Notebook,4,Other,1.5,Other Intel Processor,Intel,0,0,,,111.93520355955211
Asus,Notebook,8,Windows,2.3,Intel Core i5,Intel,0,0,128,,141.21199808219862
Asus,Gaming,16,Windows,2.73,Intel Core i7,Nvidia,0,0,,512,127.33567457123111
Dell,Gaming,32,Windows,4.42,Intel Core i7,Nvidia,0,1,,512,127.33567457123111
HP,Notebook,8,Windows,2.63,Intel Core i5,Nvidia,0,0,,,106.11306214269258
Dell,Notebook,8,Windows,2.18,Intel Core i5,Intel,0,0,,128,100.45466986113651
HP,Ultrabook,8,Windows,1.54,Intel Core i7,Intel,0,0,,512,157.3505121487356
Dell,Notebook,4,Windows,2.18,Intel Core i7,AMD,0,0,,256,141.21199808219862
HP,2 in 1 Convertible,4,Other,1.4,Other Intel Processor,Intel,1,0,,,135.0942111925629
Asus,Ultrabook,8,Windows,1.45,Intel Core i5,Nvidia,0,1,,512,165.6321180513006
HP,2 in 1 Convertible,8,Windows,1.28,Intel Core i5,Intel,1,0,,256,165.6321180513006
HP,Ultrabook,8,Windows,1.54,Intel Core i7,Intel,0,0,,512,157.3505121487356
HP,Notebook,4,Other,1.86,Other Intel Processor,Intel,0,0,,128,100.45466986113651
Asus,Gaming,16,Windows,2.1,Intel Core i7,Nvidia,0,0,,128,141.21199808219862
Dell,Notebook,8,Other,2.83,Intel Core i7,AMD,0,0,,,127.33567457123111
Lenovo,Ultrabook,8,Windows,1.96,Intel Core i7,Nvidia,0,1,,256,157.3505121487356
Asus,Notebook,8,Windows,2.3,Intel Core i7,Nvidia,0,1,,256,141.21199808219862
Dell,Notebook,8,Windows,1.9,Intel Core i5,Intel,0,0,,128,141.21199808219862
Asus,Notebook,4,Windows,2.0,Other Intel Processor,Intel,0,0,,,100.45466986113651
HP,2 in 1 Convertible,8,Windows,1.28,Intel Core i7,Intel,1,0,,256,165.6321180513006
Dell,Notebook,8,Windows,1.62,Intel Core i5,Intel,1,0,,,165.6321180513006
Lenovo,Notebook,4,Other,2.2,Intel Core i3,Intel,0,0,,,141.21199808219862
Lenovo,Notebook,8,Windows,2.3,Intel Core i5,Intel,0,1,,,141.21199808219862
HP,Notebook,8,Windows,1.84,Intel Core i5,AMD,0,0,,256,141.21199808219862
Toshiba,Notebook,4,Windows,1.05,Intel Core i5,Intel,0,0,,128,165.6321180513006
Lenovo,Gaming,8,Other,2.5,Intel Core i5,Nvidia,0,1,,,141.21199808219862
Dell,Ultrabook,16,Windows,1.29,Intel Core i7,Intel,1,0,,512,276.053530085501
HP,Notebook,4,Windows,2.07,Intel Core i5,Intel,0,0,0,,141.21199808219862
Toshiba,Ultrabook,8,Windows,1.2,Intel Core i5,Intel,0,0,,256,117.82653006268643
Lenovo,2 in 1 Convertible,8,Windows,1.37,Intel Core i7,Intel,1,1,,256,165.6321180513006
Acer,Notebook,8,Windows,1.56,Intel Core i5,Intel,0,1,,256,157.3505121487356
Dell,Workstation,8,Windows,2.23,Intel Core i7,Nvidia,0,0,,,141.21199808219862
Lenovo,Notebook,4,Windows,2.38,Intel Core i5,Intel,0,0,0,,100.45466986113651
Lenovo,Notebook,4,Other,2.2,Intel Core i3,AMD,0,0,,,141.21199808219862
Toshiba,Notebook,8,Windows,2.0,Intel Core i7,Intel,0,1,,256,141.21199808219862
Lenovo,Notebook,4,Windows,1.44,Intel Core i3,Intel,0,1,,1,165.6321180513006
Samsung,Ultrabook,16,Windows,1.23,Intel Core i7,Nvidia,0,0,,256,146.86047800548656
Dell,Ultrabook,8,Windows,1.6,Intel Core i7,Intel,0,0,,256,176.23257360658386
Asus,Notebook,4,Other,2.0,Other Intel Processor,Intel,0,0,,,100.45466986113651
Xiaomi,Ultrabook,8,Windows,1.28,Intel Core i5,Nvidia,0,1,,256,165.6321180513006
Dell,Notebook,4,Windows,2.18,Intel Core i5,Nvidia,0,0,,128,141.21199808219862
HP,Notebook,4,Windows,2.04,Intel Core i5,Intel,0,0,,256,141.21199808219862
HP,2 in 1 Convertible,4,Windows,1.28,Intel Core i5,Intel,1,0,,256,165.6321180513006
