Price,Company,TypeName,Inches,Ram,OpSys,Weight,Touchscreen,Ips,HD,cpu_name,gpu_name,Memory_Type
105662.23199999999,Lenovo,Notebook,15.6,4,Windows 10,2.3,0,0,0,Intel Core i3,Intel HD,SSD
196176.4272,Lenovo,Notebook,14.0,8,Windows 10,1.75,0,1,1,Intel Core i5,Intel UHD,SSD
437235.9264,Dell,Workstation,15.6,16,Windows 10,2.17,0,1,1,Intel Core i7,Nvidia Quadro,SSD
355137.3072,Dell,Notebook,15.6,16,Windows 10,2.06,0,0,1,Intel Core i7,Nvidia GeForce,SSD
336249.0144,Lenovo,Ultrabook,12.5,16,Windows 10,1.36,0,1,1,Intel Core i7,Intel HD,SSD
364674.95999999996,Asus,Ultrabook,12.5,16,Windows 10,0.91,0,0,1,Intel Core i7,Intel HD,SSD
189255.08347199997,Lenovo,Notebook,15.6,8,Windows 10,2.3,0,1,1,Intel Core i5,Nvidia GeForce,SSD
523448.8272,Toshiba,Ultrabook,13.3,32,Windows 10,1.05,1,0,1,Intel Core i7,Intel HD,SSD
252467.28,Asus,Gaming,15.6,8,Windows 10,1.99,0,0,1,Intel Core i7,Nvidia GeForce,Hybrid
108280.41119999999,Acer,Notebook,15.6,8,Windows 10,2.2,0,0,0,AMD,AMD,HDD
237319.24319999997,Asus,Gaming,17.3,24,Windows 10,4.33,1,1,1,Intel Core i7,Nvidia GeForce,Hybrid
205527.0672,Lenovo,Ultrabook,12.5,8,Windows 10,1.3,0,1,0,Intel Core i5,Intel HD,SSD
168105.80591999996,Lenovo,Notebook,15.6,8,Windows 10,2.17,0,0,1,Intel Core i7,Intel UHD,SSD
327085.3872,HP,Notebook,14.0,8,Windows 10,1.48,0,0,1,Intel Core i7,Intel HD,SSD
177475.1472,Lenovo,Notebook,13.3,8,Windows 10,1.4,0,1,1,Intel Core i3,Intel HD,SSD
170368.66079999998,Lenovo,Notebook,15.6,8,Windows 10,2.3,0,1,1,Intel Core i5,Intel HD,SSD
63584.352,Asus,Netbook,11.6,4,Other,1.2,0,0,0,Intel Celeron Dual,Intel HD,Flash Storage
115759.053072,HP,Notebook,15.6,8,Windows 10,1.91,0,0,0,Intel Core i5,AMD,SSD
299033.4672,Lenovo,2 in 1 Convertible,13.9,8,Windows 10,1.4,1,1,1,Intel Core i5,Intel UHD,SSD
55916.82719999999,Lenovo,Notebook,14.0,4,Windows 10,2.1,0,0,0,Intel Celeron Dual,Intel HD,HDD
49558.392,Lenovo,Netbook,11.6,4,Other,1.25,0,0,0,Intel Celeron Dual,Intel HD,SSD
177475.1472,Lenovo,Notebook,13.3,8,Windows 10,1.44,0,0,1,Intel Core i5,Intel HD,SSD
228903.6672,Asus,Notebook,15.6,8,Windows 10,2.0,0,0,1,Intel Core i7,Intel HD,Hybrid
114638.8464,Acer,Notebook,15.6,4,Windows 10,2.2,0,1,1,Intel Core i5,Nvidia GeForce,HDD
247417.9344,HP,Ultrabook,13.3,8,Windows 10,1.34,0,1,1,Intel Core i7,Intel HD,SSD
214877.7072,Lenovo,Gaming,15.6,8,No OS,2.4,0,1,1,Intel Core i7,Nvidia GeForce,Hybrid
168124.5072,Dell,Ultrabook,13.3,8,Windows 10,1.29,1,1,1,Intel Core i5,Intel HD,SSD
119501.17919999998,Acer,Notebook,15.6,4,Windows 10,2.2,0,0,1,Intel Core i7,Nvidia GeForce,HDD
156342.7008,Dell,Notebook,15.6,8,Windows 10,2.18,0,0,1,Intel Core i5,Intel HD,HDD
228013.48627199995,Dell,Notebook,15.6,16,Windows 10,2.2,0,0,1,Intel Core i7,AMD,Hybrid
261808.56935999996,Other,Notebook,15.6,16,No OS,1.95,0,1,1,Intel Core i7,Nvidia GeForce,SSD
45818.136,Asus,Netbook,11.6,2,Windows 10,1.1,0,0,0,Intel Celeron Dual,Intel HD,Flash Storage
97521.564816,HP,Notebook,15.6,4,Windows 10,2.04,1,0,0,Intel Core i5,Intel UHD,HDD
555053.9904,Asus,Gaming,15.6,24,Windows 10,2.24,0,0,1,Intel Core i7,Nvidia GeForce,SSD
166254.3792,HP,Notebook,15.6,8,Windows 10,2.04,0,0,1,Intel Core i5,Nvidia GeForce,SSD
281267.25119999994,Asus,Gaming,17.3,16,Windows 10,3.0,0,0,1,Intel Core i7,Nvidia GeForce,Hybrid
261630.9072,Lenovo,Gaming,15.6,8,Windows 10,3.2,0,1,1,Intel Core i7,Nvidia GeForce,Hybrid
261630.9072,HP,Ultrabook,13.3,8,Windows 10,1.32,0,1,1,Intel Core i7,Intel HD,SSD
239325.890544,Dell,Notebook,14.0,8,Windows 10,1.64,0,0,1,Intel Core i5,Intel HD,SSD
128851.81919999998,HP,Notebook,15.6,4,Windows 10,1.63,0,0,0,Intel Core i3,Intel HD,SSD
166254.3792,Dell,Notebook,17.3,8,Linux,2.8,0,1,1,Intel Core i5,AMD,Hybrid
250597.15199999997,Lenovo,Notebook,14.0,8,Windows 7,2.02,0,0,1,Intel Core i5,Intel HD,SSD
149423.2272,Lenovo,Notebook,15.6,4,Windows 10,2.2,0,0,1,Intel Core i7,Nvidia GeForce,HDD
85838.8752,Lenovo,Notebook,15.6,8,No OS,2.2,0,0,0,Intel Core i3,Nvidia GeForce,HDD
109402.488,Dell,Notebook,15.6,4,Windows 10,2.3,0,0,1,Intel Core i5,AMD,HDD
257516.62559999997,Dell,Notebook,15.6,8,Windows 10,1.9,0,0,1,Intel Core i5,Intel HD,SSD
563426.553456,Dell,Gaming,17.3,16,Windows 10,4.42,0,1,1,Intel Core i7,Nvidia GeForce,Hybrid
160831.008,Toshiba,Notebook,15.6,8,Windows 10,2.0,0,1,1,Intel Core i5,Intel HD,HDD
242929.6272,Asus,Notebook,15.6,8,Windows 10,2.0,0,1,1,Intel Core i7,Nvidia GeForce,Hybrid
69007.7232,Other,Notebook,13.3,4,Windows 10,1.2,0,1,1,Other,Intel HD,SSD
308384.10719999997,Asus,Gaming,15.6,8,Windows 10,2.3,0,1,1,Intel Core i5,Nvidia GeForce,Hybrid
256020.52319999997,Dell,Notebook,15.6,8,Windows 10,1.93,0,0,1,Intel Core i7,Nvidia GeForce,SSD
149125.87684799999,Dell,Notebook,15.6,8,Windows 10,2.2,0,0,1,Intel Core i5,AMD,SSD
74616.237072,HP,Notebook,15.6,4,Windows 10,1.86,0,0,1,Other,Intel HD,SSD
336436.0272,HP,Gaming,17.3,12,Windows 10,2.62,0,0,1,Intel Core i7,Nvidia GeForce,HDD
160643.99519999998,Lenovo,Notebook,14.0,8,Windows 10,1.87,0,1,1,Intel Core i7,Nvidia GeForce,SSD
261630.9072,Dell,Ultrabook,13.3,8,Windows 10,1.2,1,0,1,Intel Core i7,Intel UHD,SSD
137617.10913599998,Dell,Notebook,14.0,4,Windows 10,1.6,0,0,1,Intel Core i3,Intel HD,SSD
214129.656,HP,Ultrabook,13.3,8,Windows 10,1.34,0,1,1,Intel Core i7,Intel HD,SSD
149236.2144,Acer,Gaming,15.6,8,Linux,2.4,0,0,1,Intel Core i5,Nvidia GeForce,HDD
65267.4672,Asus,Notebook,15.6,4,Windows 10,2.0,0,0,0,AMD,AMD,HDD
131937.5304,HP,Notebook,15.6,4,Windows 10,2.1,0,0,1,Intel Core i3,Intel HD,SSD
146805.048,Lenovo,Notebook,14.0,4,Windows 10,1.87,0,0,1,Intel Core i5,Intel HD,HDD
86465.36808,Lenovo,Notebook,15.6,4,No OS,2.15,0,0,1,Intel Core i5,Intel HD,HDD
74244.08159999999,HP,Notebook,15.6,4,Windows 10,1.86,0,0,1,Intel Core i3,Intel HD,HDD
323345.13119999995,Lenovo,Notebook,15.6,8,Windows 10,1.99,0,1,1,Intel Core i7,Intel HD,SSD
93319.3872,Lenovo,Notebook,15.6,4,Windows 10,2.2,0,0,1,Intel Core i3,Intel HD,SSD
208891.42747199998,Dell,Notebook,15.6,8,Windows 10,1.9,0,0,1,Intel Core i5,Intel HD,SSD
504747.5472,Dell,Gaming,17.3,16,Windows 10,4.42,0,1,1,Intel Core i7,Nvidia GeForce,Hybrid
101763.01512,HP,Notebook,17.3,8,Windows 10,2.65,0,0,0,Intel Core i3,Intel HD,HDD
239376.38399999996,HP,Notebook,17.3,8,Windows 10,2.63,0,0,1,Intel Core i7,Nvidia GeForce,HDD
41890.86719999999,Asus,Notebook,15.6,4,Linux,2.0,0,0,0,Intel Celeron Dual,Intel HD,HDD
47688.263999999996,Other,Notebook,13.3,4,Windows 10,1.35,0,1,1,Other,Intel HD,Flash Storage
177475.1472,Lenovo,Notebook,17.3,6,Windows 10,2.8,0,0,0,Intel Core i7,Nvidia GeForce,Hybrid
106391.58191999998,HP,Notebook,15.6,6,Windows 10,1.91,0,1,1,AMD,AMD,SSD
115555.20911999998,Dell,Notebook,15.6,4,Windows 10,2.18,0,0,0,Intel Core i3,AMD,HDD
65267.4672,Acer,2 in 1 Convertible,11.6,4,Windows 10,1.25,1,1,1,Intel Celeron Dual,Intel HD,Flash Storage
117818.064,Lenovo,Notebook,15.6,4,Windows 10,2.05,0,0,1,Intel Core i3,Intel HD,SSD
367480.15199999994,HP,Ultrabook,13.3,16,Windows 10,1.16,1,1,1,Other,Intel HD,SSD
560851.3872,Lenovo,Notebook,17.3,8,Windows 10,3.4,0,1,1,Intel Core i7,Nvidia Quadro,SSD
156903.73919999998,Asus,Notebook,15.6,8,Windows 10,2.5,0,0,1,Intel Core i5,Nvidia GeForce,Hybrid
299033.4672,Dell,Ultrabook,13.3,8,Windows 10,1.21,1,1,1,Intel Core i5,Intel UHD,SSD
179345.27519999997,Dell,Notebook,15.6,4,Windows 10,1.93,0,0,0,Intel Core i5,Intel HD,HDD
138202.45919999998,Other,Notebook,15.6,8,Windows 10,2.2,0,0,0,Intel Core i5,Intel HD,HDD
64332.40319999999,Lenovo,Notebook,15.6,4,Windows 10,2.2,0,0,1,Other,Intel HD,HDD
185142.672,Lenovo,Notebook,14.0,4,Windows 10,2.02,0,0,0,Intel Core i5,Intel HD,HDD
348028.950672,HP,Workstation,17.3,8,Windows 10,3.14,0,0,0,Intel Core i5,Nvidia Quadro,HDD
72747.97919999999,HP,Notebook,14.0,8,Windows 10,1.94,0,0,0,Other,Intel HD,HDD
121371.3072,HP,Notebook,15.6,6,Windows 10,1.95,0,1,1,AMD,AMD,SSD
155220.62399999998,Lenovo,Notebook,15.6,8,Windows 10,2.3,0,0,1,Intel Core i5,Intel HD,SSD
128103.768,Lenovo,Notebook,15.6,4,Windows 10,2.05,0,0,1,Intel Core i5,Intel HD,HDD
46566.18719999999,Other,Notebook,14.0,4,Windows 10,1.4,0,0,1,Other,Intel HD,SSD
348778.872,Toshiba,Ultrabook,14.0,16,Windows 10,1.24,1,0,1,Intel Core i7,Intel HD,SSD
498015.0863999999,Lenovo,Gaming,17.3,32,Windows 10,4.6,0,1,1,Intel Core i7,Nvidia GeForce,Hybrid
510357.93119999993,MSI,Gaming,17.3,16,Windows 10,4.14,0,0,1,Intel Core i7,Nvidia GeForce,Hybrid
140074.457328,Dell,Notebook,15.6,8,Linux,2.2,0,0,1,Intel Core i7,AMD,SSD
72747.97919999999,Other,Notebook,14.0,4,Windows 10,1.45,0,1,1,Other,Intel HD,SSD
188606.14905599997,Dell,Notebook,15.6,8,Windows 10,1.9,0,0,0,Intel Core i5,Intel HD,HDD
134462.2032,HP,Notebook,13.3,4,Windows 10,1.49,0,0,1,Intel Core i3,Intel HD,SSD
287511.608592,Dell,Notebook,15.6,16,Windows 10,1.93,0,0,1,Intel Core i7,Nvidia GeForce,SSD
55168.776,Dell,Netbook,11.6,4,Other,1.26,0,0,0,Intel Celeron Dual,Intel HD,Flash Storage
439293.0672,MSI,Gaming,17.3,16,Windows 10,4.5,0,0,1,Intel Core i7,Nvidia GeForce,Hybrid
280145.1744,HP,Gaming,17.3,16,Windows 10,3.78,0,1,1,Intel Core i7,Nvidia GeForce,Hybrid
312872.4144,Lenovo,Ultrabook,14.0,12,Windows 10,1.4,0,1,1,Intel Core i7,Intel HD,SSD
113890.7952,Lenovo,Notebook,15.6,12,Windows 10,2.2,1,0,0,Intel Core i7,Intel HD,HDD
331012.656,Asus,Gaming,17.3,8,Windows 10,2.73,0,1,1,Intel Core i5,Nvidia GeForce,Hybrid
138202.45919999998,Asus,2 in 1 Convertible,15.6,8,Windows 10,2.2,1,0,0,Intel Core i5,Intel HD,HDD
177475.1472,Lenovo,Notebook,15.6,12,Windows 10,2.2,0,0,1,AMD,AMD,SSD
112768.7184,Dell,2 in 1 Convertible,11.6,4,Windows 10,1.39,1,0,0,Other,Intel HD,SSD
317734.7472,Other,Notebook,15.6,16,Windows 10,2.5,0,0,1,Intel Core i7,Nvidia GeForce,Hybrid
98929.77119999999,Lenovo,Notebook,17.3,4,No OS,2.8,0,0,1,Intel Core i3,Intel HD,HDD
85838.8752,Lenovo,Notebook,15.6,8,Windows 10,2.29,0,0,0,Intel Core i3,Intel HD,HDD
378700.92,Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.37,1,1,1,Intel Core i7,Intel HD,SSD
275656.8672,Lenovo,Notebook,14.0,8,Windows 10,1.7,0,1,1,Intel Core i5,Intel HD,SSD
312311.37599999993,Dell,2 in 1 Convertible,12.5,8,Windows 10,1.34,1,0,1,Intel Core i5,Intel HD,SSD
329703.56639999995,Dell,Workstation,15.6,8,Windows 10,2.06,1,0,1,Intel Core i7,Nvidia Quadro,SSD
227968.60319999998,HP,Notebook,15.6,8,Windows 10,1.84,0,0,1,Intel Core i7,Intel HD,SSD
125014.31654399999,HP,Notebook,15.6,4,Windows 10,2.1,0,0,0,Intel Core i3,Intel HD,HDD
61527.21119999999,Acer,Notebook,14.0,4,Windows 10,1.6,0,0,1,Other,Intel HD,Flash Storage
411241.1472,MSI,Gaming,17.3,16,Windows 10,4.14,0,0,1,Intel Core i7,Nvidia GeForce,Hybrid
86960.95199999999,Dell,Notebook,15.6,4,Linux,2.18,0,0,0,Intel Core i3,AMD,HDD
429942.4272,MSI,Gaming,15.6,16,Windows 10,1.8,0,0,1,Intel Core i7,Nvidia GeForce,Hybrid
261630.9072,Toshiba,Notebook,15.6,8,Windows 10,2.2,0,1,1,Intel Core i7,Intel HD,SSD
105475.21919999999,Lenovo,Notebook,15.6,6,Windows 10,2.4,0,0,1,Intel Core i5,Intel HD,HDD
242929.6272,Lenovo,2 in 1 Convertible,15.6,8,Windows 10,2.0,1,1,1,Intel Core i7,Intel HD,SSD
65267.4672,Acer,Notebook,14.0,4,Windows 10,1.6,0,0,0,Other,Intel HD,Flash Storage
916175.7072,Lenovo,Notebook,15.6,32,Windows 10,2.5,0,1,1,Other,Nvidia Quadro,SSD
164386.121328,Dell,Gaming,15.6,16,Windows 10,2.59,0,0,1,Intel Core i7,Nvidia GeForce,HDD
83014.98191999999,Dell,Notebook,15.6,4,Linux,2.18,0,0,0,Intel Core i3,Intel HD,HDD
67137.5952,Dell,Notebook,15.6,4,Linux,2.25,0,0,0,Intel Core i3,Intel HD,HDD
162514.1232,Dell,Notebook,15.6,4,Linux,1.93,0,0,0,Intel Core i5,Intel HD,HDD
218430.9504,Asus,Gaming,17.3,8,Windows 10,3.0,0,0,1,Intel Core i7,Nvidia GeForce,Hybrid
106410.28319999999,Dell,Notebook,15.6,4,Linux,2.18,0,0,1,Intel Core i5,AMD,SSD
259760.7792,HP,Ultrabook,15.6,8,Windows 10,1.84,0,0,1,Intel Core i7,Intel HD,SSD
424118.848608,MSI,Gaming,15.6,16,Windows 10,2.94,0,0,1,Intel Core i7,Nvidia GeForce,Hybrid
70877.85119999999,Acer,2 in 1 Convertible,11.6,4,Other,1.25,1,1,0,Other,Intel HD,Flash Storage
210202.3872,HP,Notebook,14.0,8,Windows 10,2.31,0,0,0,Intel Core i5,Intel HD,SSD
273973.752,Lenovo,Notebook,14.0,8,Windows 7,1.65,0,0,1,Intel Core i5,Intel HD,SSD
145121.93279999998,Dell,Notebook,15.6,4,Windows 10,2.2,0,0,1,Intel Core i5,AMD,HDD
149423.2272,Other,Notebook,15.6,8,Windows 10,2.2,0,0,0,Intel Core i5,Intel HD,SSD
174295.92959999997,HP,Notebook,15.6,4,Windows 7,1.88,0,0,0,Intel Core i5,Intel HD,HDD
168124.5072,Lenovo,Notebook,15.6,8,Windows 10,2.2,0,0,1,Intel Core i7,Nvidia GeForce,HDD
44696.059199999996,Other,Notebook,14.0,2,Windows 10,1.4,0,0,1,Other,Intel HD,Flash Storage
87521.9904,Lenovo,Notebook,15.6,4,No OS,2.2,0,0,1,Intel Core i5,Intel HD,SSD
119503.049328,Asus,2 in 1 Convertible,13.3,6,Windows 10,1.5,1,0,1,Intel Core i5,Intel HD,HDD
340363.296,Dell,Notebook,15.6,8,Windows 10,2.0,0,0,1,Intel Core i7,Nvidia GeForce,SSD
355324.32,Asus,Ultrabook,14.0,16,Windows 10,1.1,0,0,1,Intel Core i7,Intel HD,SSD
276591.9312,Dell,Gaming,15.6,16,Windows 10,2.62,0,0,1,Intel Core i7,Nvidia GeForce,Hybrid
155033.6112,Lenovo,Notebook,15.6,4,Windows 10,1.8,0,0,1,Intel Core i5,Intel UHD,SSD
108280.41119999999,Lenovo,Notebook,15.6,4,Windows 10,2.2,0,0,1,Intel Core i3,Nvidia GeForce,HDD
74618.1072,Asus,Notebook,15.6,8,Windows 10,2.0,0,0,0,Intel Celeron Dual,Intel HD,HDD
169549.544736,Asus,Notebook,15.6,8,Windows 10,1.99,0,0,1,Intel Core i5,Nvidia GeForce,HDD
349526.9232,Dell,Ultrabook,13.3,8,Windows 10,1.23,1,0,1,Intel Core i5,Intel UHD,SSD
46566.18719999999,Lenovo,Notebook,14.0,2,Windows 10,1.42,0,0,0,Intel Celeron Dual,Intel HD,Flash Storage
328660.03497599997,Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.37,1,1,1,Intel Core i7,Intel HD,SSD
448643.7072,Dell,Notebook,15.6,16,Windows 10,2.06,1,0,1,Intel Core i7,Nvidia GeForce,SSD
207397.1952,Lenovo,Gaming,15.6,8,Windows 10,2.5,0,1,1,Intel Core i7,Nvidia GeForce,Hybrid
97414.96751999999,HP,Notebook,17.0,8,Windows 10,2.6,0,0,0,AMD,AMD,HDD
458181.36,Lenovo,Ultrabook,14.0,16,Windows 10,1.14,0,1,1,Intel Core i7,Intel HD,SSD
218617.9632,Asus,Gaming,15.6,8,No OS,2.5,0,1,1,Intel Core i7,Nvidia GeForce,HDD
84155.76,Acer,Notebook,15.6,4,Windows 10,2.4,0,0,0,Intel Core i3,Intel HD,HDD
51241.50719999999,Lenovo,Notebook,14.0,4,Windows 10,1.43,0,0,0,Intel Celeron Dual,Intel HD,Flash Storage
171864.7632,Acer,Ultrabook,14.0,8,Windows 10,1.8,0,1,1,Intel Core i5,Other,SSD
486046.2672,Other,Gaming,14.0,16,Windows 10,1.95,0,0,1,Intel Core i7,Nvidia GeForce,SSD
226846.52639999997,Toshiba,Notebook,13.3,8,Windows 10,1.2,0,0,1,Intel Core i5,Intel HD,SSD
296228.2752,Lenovo,Ultrabook,12.5,8,Windows 10,1.36,0,1,1,Intel Core i7,Intel HD,SSD
523448.8272,Asus,Gaming,17.3,32,Windows 10,3.8,0,1,1,Intel Core i7,Nvidia GeForce,SSD
132592.0752,Acer,Gaming,15.6,8,Linux,2.4,0,0,1,Intel Core i5,Nvidia GeForce,HDD
271149.85872,Dell,Ultrabook,13.3,8,Windows 10,1.2,0,0,1,Intel Core i5,Intel UHD,SSD
222881.85503999997,MSI,Gaming,15.6,8,Windows 10,2.2,0,0,1,Intel Core i7,Nvidia GeForce,Hybrid
68240.97072,HP,Notebook,15.6,4,No OS,1.86,0,0,0,Intel Core i3,Intel HD,HDD
198981.6192,Toshiba,Notebook,15.6,8,Windows 10,2.0,0,1,1,Intel Core i5,Intel HD,HDD
171864.7632,Dell,Notebook,15.6,8,Windows 10,2.2,0,0,1,Intel Core i7,AMD,SSD
212259.528,Dell,Notebook,15.6,16,Windows 10,2.2,0,0,1,Intel Core i7,AMD,Hybrid
223667.30879999997,Lenovo,Gaming,15.6,8,Windows 10,3.31,0,1,1,Intel Core i7,Nvidia GeForce,Hybrid
588598.4763359999,Dell,Gaming,17.3,32,Windows 10,4.42,0,1,1,Intel Core i7,Nvidia GeForce,Hybrid
229838.7312,Dell,Notebook,14.0,8,Windows 10,1.56,0,0,1,Intel Core i5,Intel HD,SSD
78358.36319999999,Lenovo,Notebook,15.6,4,Windows 10,2.2,0,0,0,Intel Celeron Dual,Intel HD,HDD
100051.848,Lenovo,Notebook,15.6,4,Windows 10,2.2,0,0,1,Intel Core i5,Intel HD,HDD
100799.89919999999,HP,Notebook,15.6,6,Windows 10,2.04,0,0,0,Intel Core i3,AMD,HDD
278045.02065599995,MSI,Gaming,17.3,8,Windows 10,2.7,0,0,1,Intel Core i7,Nvidia GeForce,Hybrid
93132.37439999999,Toshiba,Notebook,15.6,4,Windows 10,2.1,0,0,0,Intel Core i3,Intel HD,SSD
178597.224,Dell,Notebook,15.6,8,Windows 10,2.06,0,0,1,Intel Core i5,Intel HD,HDD
139324.536,HP,Notebook,15.6,8,Windows 10,2.1,0,0,1,Intel Core i7,AMD,HDD
235262.10239999995,Toshiba,Notebook,15.6,8,Windows 10,2.0,0,1,1,Intel Core i5,Intel HD,SSD
77049.2736,Acer,Notebook,15.6,4,Linux,2.1,0,0,0,Intel Core i3,Intel HD,SSD
349311.85847999994,Other,Ultrabook,13.5,8,Other,1.252,1,0,0,Intel Core i7,Other,SSD
152967.11975999997,Lenovo,Notebook,15.6,8,Windows 10,1.9,0,0,1,Intel Core i5,AMD,Hybrid
193371.23519999997,Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.3,1,1,1,Intel Core i5,Intel HD,SSD
65267.4672,Lenovo,Notebook,15.6,4,Windows 10,2.2,0,0,0,AMD,AMD,SSD
130721.9472,HP,2 in 1 Convertible,14.0,4,Windows 10,1.63,1,1,1,Intel Core i3,Nvidia GeForce,SSD
241994.56319999995,MSI,Gaming,15.6,16,Windows 10,2.4,0,0,1,Intel Core i7,Nvidia GeForce,Hybrid
212259.528,Asus,Ultrabook,14.0,8,Windows 10,1.1,0,0,1,Intel Core i5,Intel HD,SSD
92571.336,HP,2 in 1 Convertible,11.6,8,Other,1.4,1,0,0,Intel Celeron Dual,Intel HD,Flash Storage
429942.4272,Other,Ultrabook,15.6,8,Windows 10,1.09,0,1,1,Intel Core i7,Intel HD,SSD
242929.6272,Acer,Gaming,15.6,16,Windows 10,2.5,0,0,1,Intel Core i5,Nvidia GeForce,SSD
186620.07312,MSI,Gaming,15.6,8,Windows 10,2.2,0,0,1,Intel Core i5,Nvidia GeForce,SSD
78358.36319999999,Asus,Notebook,15.6,4,Windows 10,1.86,0,0,0,Intel Celeron Dual,Intel HD,SSD
383563.25279999996,Dell,Gaming,15.6,16,Windows 10,3.21,0,0,1,Intel Core i5,Nvidia GeForce,Hybrid
130721.9472,HP,Notebook,17.3,4,Windows 10,2.5,0,1,1,Intel Core i3,AMD,SSD
280332.1872,Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.19,1,1,1,Intel Core i7,Intel UHD,SSD
526207.266,Dell,Gaming,15.6,16,Windows 10,3.49,0,0,1,Intel Core i7,Nvidia GeForce,Hybrid
114565.91140799999,HP,Notebook,15.6,4,Windows 10,1.86,0,0,0,Intel Core i5,AMD,HDD
102047.27457599997,Dell,Notebook,15.6,4,Windows 10,2.2,0,0,0,Intel Core i3,AMD,HDD
106410.28319999999,HP,Notebook,17.3,6,Windows 10,2.65,0,1,1,AMD,AMD,HDD
59470.0704,Lenovo,Notebook,15.6,4,Windows 10,2.1,0,0,0,Intel Celeron Dual,Intel HD,HDD
70129.8,Acer,Notebook,14.0,4,Other,1.45,0,0,0,Intel Celeron Dual,Intel HD,Flash Storage
130721.9472,Lenovo,Notebook,14.0,4,Windows 10,1.7,0,0,1,Intel Core i5,Intel HD,SSD
356818.552272,HP,Workstation,17.3,8,Windows 10,3.14,0,0,1,Intel Core i7,Nvidia Quadro,HDD
484363.1519999999,Lenovo,2 in 1 Convertible,14.0,8,Windows 10,1.42,1,0,0,Intel Core i7,Intel HD,SSD
181963.4544,Toshiba,Notebook,13.3,8,Windows 10,1.5,0,1,1,Intel Core i5,Intel HD,SSD
50306.443199999994,Acer,Netbook,11.6,4,Windows 10,1.4,0,0,0,Intel Celeron Dual,Intel HD,Flash Storage
327085.3872,Lenovo,2 in 1 Convertible,14.0,16,Windows 10,1.38,1,0,1,Intel Core i7,Intel HD,SSD
125111.56319999999,Asus,2 in 1 Convertible,12.5,4,Other,1.2,1,0,1,Other,Intel HD,Flash Storage
351023.0256,Toshiba,Ultrabook,13.3,16,Windows 10,1.36,1,0,1,Intel Core i7,Intel HD,SSD
128851.81919999998,HP,Notebook,15.6,4,Windows 10,2.1,0,1,1,Intel Core i7,AMD,HDD
153163.4832,Dell,Gaming,15.6,8,Windows 10,2.56,0,0,1,Intel Core i5,Nvidia GeForce,HDD
74618.1072,Lenovo,Notebook,15.6,4,Windows 10,2.2,0,0,1,AMD,AMD,SSD
80228.49119999999,Lenovo,Notebook,15.6,8,Windows 10,2.2,0,0,0,AMD,AMD,HDD
116219.10455999999,Lenovo,Notebook,15.6,4,Windows 10,2.1,0,0,1,Intel Core i5,Intel HD,HDD
84155.76,Lenovo,Notebook,15.6,4,No OS,1.9,0,0,0,Intel Core i3,Intel HD,HDD
148675.17599999998,Dell,Notebook,15.6,8,Windows 10,2.18,0,0,1,Intel Core i5,Intel HD,SSD
186825.7872,Acer,2 in 1 Convertible,13.3,8,Windows 10,1.6,1,1,1,Intel Core i5,Intel UHD,SSD
346908.74399999995,Lenovo,Workstation,15.6,16,Windows 7,2.18,0,0,1,Intel Core i7,Nvidia Quadro,SSD
222732.2448,Lenovo,Notebook,14.0,8,Windows 10,1.8,0,0,1,Intel Core i5,Intel HD,SSD
122495.25412799997,HP,Notebook,17.3,6,Windows 10,2.71,0,1,1,AMD,AMD,HDD
233578.9872,Lenovo,Gaming,15.6,8,Windows 10,2.5,0,1,1,Intel Core i7,Nvidia GeForce,Hybrid
203656.9392,Dell,Notebook,14.0,8,Linux,1.64,0,0,1,Intel Core i5,Nvidia GeForce,SSD
135771.2928,Dell,Notebook,15.6,8,Linux,1.98,0,0,1,Intel Core i5,Intel HD,HDD
55729.814399999996,Asus,Notebook,14.0,4,Windows 10,1.5,0,0,1,Intel Celeron Dual,Intel HD,Flash Storage
266803.681248,Dell,Notebook,15.6,16,Windows 10,1.93,0,0,1,Intel Core i5,Intel HD,SSD
160283.060496,Lenovo,Notebook,14.0,8,Windows 10,1.87,0,1,1,Intel Core i5,Nvidia GeForce,SSD
220488.0912,Dell,Notebook,15.6,8,Windows 10,1.9,0,0,1,Intel Core i5,Intel HD,SSD
55729.814399999996,Lenovo,Notebook,15.6,4,Windows 10,2.19,0,0,0,AMD,AMD,HDD
49558.392,Other,Notebook,14.0,4,Windows 10,1.4,0,1,1,Other,Intel HD,HDD
224415.36,HP,Notebook,17.3,8,Windows 10,2.63,0,0,1,Intel Core i7,Nvidia GeForce,SSD
315423.26899199997,Lenovo,Ultrabook,14.0,8,Windows 10,1.17,0,1,1,Intel Core i7,Intel HD,SSD
156454.90848,HP,2 in 1 Convertible,13.3,8,Windows 10,1.58,1,1,0,Intel Core i5,Intel HD,SSD
280332.1872,Lenovo,Ultrabook,14.0,8,Windows 10,1.32,0,1,1,Intel Core i5,Intel HD,SSD
684354.6403199999,Dell,Gaming,17.3,32,Windows 10,4.36,0,0,1,Intel Core i7,Nvidia GeForce,Hybrid
252183.020544,MSI,Gaming,17.3,8,Windows 10,2.7,0,0,1,Intel Core i7,Nvidia GeForce,Hybrid
