Company,TypeName,Inches,Ram,OpSys,Weight,TouchScreen,IPS,HD_4K,CPU_Brand,GPU_Brand,Memory_Type,CPU_Frequency,Length,Width,PPI
HP,Notebook,15.6,4,No OS,1.0508216248317612,0,0,0,Intel,Intel,HDD,2.0,1366.0,768.0,4.619612096371975
Asus,Gaming,15.6,16,Windows 10,1.252762968495368,0,0,1,Intel,Nvidia,Hybrid,2.8,1920.0,1080.0,4.9573188885088015
Dell,Gaming,15.6,8,Windows 10,1.2947271675944,0,0,1,Intel,Nvidia,HDD,2.5,1920.0,1080.0,4.9573188885088015
Dell,Notebook,15.6,32,Windows 10,1.118414915964289,1,0,1,Intel,Nvidia,SSD,2.8,3840.0,2160.0,5.646943996094081
HP,Ultrabook,13.3,8,Windows 10,0.8712933659434192,1,0,1,Intel,Intel,SSD,2.7,3200.0,1800.0,5.624210736923218
Lenovo,Notebook,15.6,6,Windows 10,1.1631508098056809,0,0,1,AMD,AMD,SSD,3.6,1920.0,1080.0,4.9573188885088015
MSI,Gaming,17.3,16,Windows 10,1.6370530794670737,0,0,1,Intel,Nvidia,Hybrid,2.8,1920.0,1080.0,4.854649288865456
HP,Notebook,14.0,4,Windows 10,1.0818051703517284,0,0,0,Intel,Intel,HDD,2.5,1366.0,768.0,4.726814234417343
Asus,Gaming,17.3,16,Windows 10,1.4469189829363254,0,1,1,AMD,AMD,Hybrid,3.0,1920.0,1080.0,4.854649288865456
Acer,Notebook,15.6,4,Windows 10,1.2237754316221157,0,0,1,Intel,Intel,HDD,2.4,1920.0,1080.0,4.9573188885088015
Lenovo,Notebook,15.6,4,No OS,1.0647107369924282,0,0,0,Intel,Intel,HDD,2.0,1366.0,768.0,4.619612096371975
Acer,Notebook,15.6,4,Linux,1.2237754316221157,0,0,0,Intel,Intel,HDD,1.6,1366.0,768.0,4.619612096371975
Lenovo,Notebook,14.0,8,Windows 7,1.1052568313867783,0,0,1,Intel,Intel,SSD,2.3,1920.0,1080.0,5.064811007262561
Toshiba,Ultrabook,12.5,8,Windows 10,0.7419373447293773,1,0,1,Intel,Intel,SSD,2.7,1920.0,1080.0,5.177462845242346
Samsung,2 in 1 Convertible,15.0,16,Windows 10,0.9969486348916096,1,0,1,Intel,AMD,SSD,2.7,1920.0,1080.0,4.996269112948607
HP,2 in 1 Convertible,13.3,4,Windows 10,0.8241754429663494,1,0,1,Intel,Intel,SSD,2.5,1920.0,1080.0,5.115788496573994
Lenovo,Notebook,13.3,16,Windows 10,0.8754687373538999,0,1,1,Intel,Intel,SSD,2.7,1920.0,1080.0,5.115788496573994
Lenovo,Notebook,17.3,8,Windows 10,1.33500106673234,0,0,0,AMD,AMD,HDD,2.5,1600.0,900.0,4.673884932133573
Toshiba,Notebook,15.6,8,Windows 10,1.0986122886681098,0,1,1,Intel,Intel,HDD,2.5,1920.0,1080.0,4.9573188885088015
Lenovo,Ultrabook,14.0,8,Windows 10,0.7561219797213337,0,1,1,Intel,Intel,Flash Storage,2.7,1920.0,1080.0,5.064811007262561
Dell,Notebook,15.6,16,Windows 10,1.1939224684724346,1,0,1,Intel,AMD,HDD,2.7,1920.0,1080.0,4.9573188885088015
Asus,Notebook,17.3,8,Windows 10,1.3056264580524355,0,0,1,Intel,Nvidia,Hybrid,2.5,1920.0,1080.0,4.854649288865456
Lenovo,2 in 1 Convertible,14.0,8,Windows 7,1.0296194171811583,1,1,1,Intel,Nvidia,SSD,2.6,1920.0,1080.0,5.064811007262561
HP,Notebook,15.6,4,No OS,1.1314021114911006,0,0,1,Intel,Intel,HDD,2.0,1920.0,1080.0,4.9573188885088015
HP,Notebook,17.3,8,Windows 10,1.252762968495368,0,0,1,Intel,Nvidia,Hybrid,1.6,1920.0,1080.0,4.854649288865456
MSI,Gaming,17.3,16,Windows 10,1.3609765531356006,0,0,1,Intel,Nvidia,Hybrid,2.8,1920.0,1080.0,4.854649288865456
Acer,Netbook,11.6,4,Windows 10,0.8754687373538999,0,0,0,Intel,Intel,Flash Storage,1.6,1366.0,768.0,4.913347375266901
Lenovo,Notebook,15.6,8,Windows 10,1.0647107369924282,0,0,1,Intel,AMD,Hybrid,2.5,1920.0,1080.0,4.9573188885088015
Asus,Notebook,15.6,4,Linux,1.1314021114911006,0,0,1,Intel,Nvidia,HDD,2.5,1920.0,1080.0,4.9573188885088015
Acer,Notebook,15.6,12,Windows 10,1.2237754316221157,0,0,1,Intel,Nvidia,Hybrid,2.5,1920.0,1080.0,4.9573188885088015
Acer,Notebook,15.6,4,Windows 10,1.1631508098056809,0,0,1,Intel,Nvidia,SSD,2.7,1920.0,1080.0,4.9573188885088015
Toshiba,Notebook,15.6,16,Windows 10,1.2237754316221157,0,1,1,Intel,Nvidia,SSD,2.6,1920.0,1080.0,4.9573188885088015
Lenovo,Notebook,15.6,4,Windows 10,1.1631508098056809,0,0,1,Intel,Intel,HDD,2.0,1920.0,1080.0,4.9573188885088015
Acer,Gaming,17.3,16,Windows 10,1.6486586255873816,0,1,1,Intel,Nvidia,Hybrid,2.8,1920.0,1080.0,4.854649288865456
Acer,Notebook,15.6,4,Windows 10,1.1631508098056809,0,1,1,Intel,Nvidia,HDD,1.6,1920.0,1080.0,4.9573188885088015
HP,Notebook,14.0,8,Windows 7,1.0818051703517284,0,0,1,Intel,Intel,SSD,2.3,1920.0,1080.0,5.064811007262561
Lenovo,Netbook,11.6,4,Chrome OS,0.8109302162163288,0,0,0,Intel,Intel,SSD,1.6,1366.0,768.0,4.913347375266901
Lenovo,2 in 1 Convertible,13.3,8,Windows 10,0.8628899551470398,1,1,1,Intel,Intel,SSD,2.7,1920.0,1080.0,5.115788496573994
Dell,Ultrabook,15.6,16,Windows 10,1.0577902941478543,0,0,1,Intel,Intel,SSD,1.9,1920.0,1080.0,4.9573188885088015
Lenovo,Notebook,13.3,4,Windows 10,0.9162907318741552,0,1,1,Intel,Intel,SSD,2.4,1920.0,1080.0,5.115788496573994
Apple,Ultrabook,13.3,8,macOS,0.8628899551470398,0,1,0,Intel,Intel,SSD,2.3,2560.0,1600.0,5.429271085303593
HP,Notebook,15.6,4,Windows 10,1.0508216248317612,0,0,0,Intel,Intel,HDD,2.0,1366.0,768.0,4.619612096371975
Dell,Notebook,15.6,8,Windows 10,1.1939224684724346,1,0,0,Intel,Intel,HDD,2.4,1366.0,768.0,4.619612096371975
Dell,Notebook,14.0,8,Windows 10,1.0260415958332745,0,0,0,Intel,Intel,SSD,2.3,1366.0,768.0,4.726814234417343
Razer,Ultrabook,12.5,8,Windows 10,0.8109302162163288,1,0,1,Intel,Intel,SSD,2.5,3840.0,2160.0,5.867784887019588
HP,Notebook,13.3,8,Windows 10,0.9122827104766162,0,0,1,Intel,Intel,SSD,2.5,1920.0,1080.0,5.115788496573994
Dell,Notebook,14.0,8,Windows 10,0.9555114450274363,0,0,1,Intel,Intel,SSD,2.8,1920.0,1080.0,5.064811007262561
Asus,Gaming,17.3,12,Windows 10,1.1631508098056809,0,0,1,Intel,Nvidia,Hybrid,2.5,1920.0,1080.0,4.854649288865456
Dell,Gaming,17.3,32,Windows 10,1.6900958154515549,0,1,1,Intel,Nvidia,Hybrid,2.8,1920.0,1080.0,4.854649288865456
Lenovo,Notebook,15.6,4,No OS,1.1631508098056809,0,0,0,AMD,AMD,HDD,2.9,1366.0,768.0,4.619612096371975
HP,Notebook,15.6,8,Windows 10,1.068153081183401,0,0,0,Intel,Intel,SSD,2.5,1366.0,768.0,4.619612096371975
HP,Notebook,15.6,4,No OS,1.0508216248317612,0,0,0,Intel,Intel,HDD,1.6,1366.0,768.0,4.619612096371975
Lenovo,Notebook,15.6,4,Windows 10,1.1314021114911006,0,0,0,Intel,Intel,HDD,2.3,1366.0,768.0,4.619612096371975
Dell,Gaming,17.3,16,Windows 10,1.6900958154515549,0,1,1,Intel,Nvidia,Hybrid,2.8,1920.0,1080.0,4.854649288865456
Asus,Gaming,15.6,8,Windows 10,1.2383742310432684,0,0,1,AMD,AMD,HDD,3.0,1920.0,1080.0,4.9573188885088015
Lenovo,2 in 1 Convertible,14.0,4,Windows 10,1.0296194171811583,1,0,1,Intel,Intel,SSD,2.3,1920.0,1080.0,5.064811007262561
Dell,Ultrabook,13.3,8,Windows 10,0.8020015854720274,0,0,1,Intel,Intel,SSD,1.6,1920.0,1080.0,5.115788496573994
Toshiba,Notebook,14.0,4,Windows 10,1.01160091167848,0,1,0,Intel,Intel,SSD,2.3,1366.0,768.0,4.726814234417343
Asus,2 in 1 Convertible,13.3,8,Windows 10,0.8197798314933114,1,1,1,Intel,Intel,SSD,2.5,1920.0,1080.0,5.115788496573994
Asus,Gaming,17.3,16,Windows 10,1.667706820558076,0,0,1,Intel,Nvidia,Hybrid,2.8,1920.0,1080.0,4.854649288865456
Asus,Gaming,17.3,12,Linux,1.3862943611198906,0,0,1,Intel,Nvidia,HDD,2.8,1920.0,1080.0,4.854649288865456
Dell,Notebook,15.6,4,Windows 10,1.1631508098056809,0,0,1,Intel,AMD,HDD,2.0,1920.0,1080.0,4.9573188885088015
Asus,Notebook,14.0,4,Windows 10,0.832909122935104,0,0,0,Intel,Intel,SSD,2.4,1366.0,768.0,4.726814234417343
HP,Ultrabook,14.0,8,Windows 10,0.9321640810304452,0,0,1,Intel,Intel,SSD,2.5,1920.0,1080.0,5.064811007262561
Acer,Notebook,15.6,6,Windows 10,1.172482137234565,0,0,0,Intel,Intel,HDD,2.5,1366.0,768.0,4.619612096371975
HP,Notebook,15.6,6,Windows 10,1.1600209167967532,0,0,0,Intel,AMD,HDD,2.5,1366.0,768.0,4.619612096371975
HP,Notebook,15.6,4,No OS,1.0508216248317612,0,0,0,Intel,Intel,HDD,1.6,1366.0,768.0,4.619612096371975
Lenovo,Notebook,15.6,8,Windows 10,1.1939224684724346,0,1,1,Intel,Intel,SSD,2.5,1920.0,1080.0,4.9573188885088015
Lenovo,Notebook,15.6,6,Windows 10,1.2237754316221157,0,0,1,Intel,Nvidia,SSD,2.3,1920.0,1080.0,4.9573188885088015
Lenovo,Notebook,15.6,8,No OS,1.1631508098056809,0,0,0,Intel,Nvidia,SSD,2.0,1366.0,768.0,4.619612096371975
Lenovo,Ultrabook,12.5,8,Windows 10,0.832909122935104,0,1,0,Intel,Intel,SSD,2.3,1366.0,768.0,4.839193758526338
Dell,2 in 1 Convertible,15.6,8,Windows 10,1.1603343472961063,1,1,1,Intel,Intel,SSD,2.5,1920.0,1080.0,4.9573188885088015
Asus,Notebook,15.6,4,Linux,1.0986122886681098,0,0,0,Intel,Intel,HDD,1.1,1366.0,768.0,4.619612096371975
Chuwi,Notebook,12.3,6,Windows 10,0.8754687373538999,0,1,0,Intel,Intel,Flash Storage,1.1,2736.0,1824.0,5.592249004846925
Acer,Notebook,15.6,4,Windows 10,1.1314021114911006,0,0,0,Intel,Intel,HDD,1.1,1366.0,768.0,4.619612096371975
Dell,Ultrabook,15.6,8,Windows 10,1.0577902941478543,0,0,1,Intel,Intel,SSD,1.9,1920.0,1080.0,4.9573188885088015
HP,Notebook,15.6,4,Windows 10,1.1118575154181305,1,0,0,Intel,Intel,HDD,1.6,1366.0,768.0,4.619612096371975
Lenovo,Notebook,17.3,8,No OS,1.33500106673234,0,0,0,Intel,Nvidia,SSD,1.6,1600.0,900.0,4.673884932133573
Lenovo,2 in 1 Convertible,14.0,8,Windows 10,0.9932517730102832,1,0,1,Intel,Intel,SSD,2.5,1920.0,1080.0,5.064811007262561
MSI,Gaming,15.6,8,Windows 10,1.1631508098056809,0,0,1,Intel,Nvidia,Hybrid,2.5,1920.0,1080.0,4.9573188885088015
HP,Notebook,13.3,4,Windows 10,0.9122827104766162,0,1,1,Intel,Intel,HDD,1.6,1920.0,1080.0,5.115788496573994
Acer,Gaming,17.3,16,Windows 10,1.6486586255873816,0,1,1,Intel,Nvidia,Hybrid,2.8,1920.0,1080.0,4.854649288865456
Dell,Ultrabook,13.3,8,Windows 10,0.7884573603642702,0,0,1,Intel,Intel,SSD,1.6,1920.0,1080.0,5.115788496573994
Toshiba,Notebook,15.6,4,Windows 10,1.0986122886681098,0,0,0,Intel,Intel,HDD,2.4,1366.0,768.0,4.619612096371975
HP,Notebook,15.6,8,Windows 10,1.1118575154181305,0,0,1,Intel,Nvidia,SSD,2.5,1920.0,1080.0,4.9573188885088015
Lenovo,Notebook,15.6,4,Windows 10,1.1631508098056809,0,0,1,Intel,Nvidia,HDD,2.0,1920.0,1080.0,4.9573188885088015
Asus,2 in 1 Convertible,13.3,8,Windows 10,0.7419373447293773,1,0,1,Intel,Intel,SSD,2.5,1920.0,1080.0,5.115788496573994
Toshiba,Ultrabook,13.3,32,Windows 10,0.7178397931503169,1,0,1,Intel,Intel,SSD,2.7,1920.0,1080.0,5.115788496573994
MSI,Gaming,17.3,8,Windows 10,1.308332819650179,0,0,1,Intel,Nvidia,Hybrid,2.5,1920.0,1080.0,4.854649288865456
HP,Notebook,15.6,4,No OS,1.0508216248317612,0,0,0,Intel,Intel,HDD,2.0,1366.0,768.0,4.619612096371975
Lenovo,Ultrabook,14.0,12,Windows 10,0.8754687373538999,0,1,1,Intel,Intel,SSD,2.6,1920.0,1080.0,5.064811007262561
Dell,Notebook,15.6,16,Windows 10,1.1631508098056809,0,0,1,Intel,AMD,Hybrid,1.8,1920.0,1080.0,4.9573188885088015
Acer,2 in 1 Convertible,13.3,8,Windows 10,0.9555114450274363,1,1,1,Intel,Intel,SSD,2.3,1920.0,1080.0,5.115788496573994
HP,Notebook,15.6,6,Windows 10,1.1314021114911006,0,0,1,AMD,AMD,Hybrid,3.0,1920.0,1080.0,4.9573188885088015
Huawei,Ultrabook,13.0,8,Windows 10,0.7178397931503169,0,1,1,Intel,Intel,SSD,2.7,2160.0,1440.0,5.301771746507025
Dell,Notebook,15.6,8,Windows 10,1.1410330045520618,0,0,1,Intel,AMD,SSD,1.6,1920.0,1080.0,4.9573188885088015
Acer,Ultrabook,14.0,8,Windows 10,0.9555114450274363,0,1,1,Intel,Intel,SSD,1.8,1920.0,1080.0,5.064811007262561
Lenovo,Notebook,13.3,4,Windows 10,0.8919980393051105,0,0,1,Intel,Intel,SSD,2.5,1920.0,1080.0,5.115788496573994
Toshiba,Notebook,13.3,4,Windows 10,0.7178397931503169,0,0,1,Intel,Intel,SSD,2.5,1920.0,1080.0,5.115788496573994
Lenovo,Notebook,15.6,4,No OS,1.0647107369924282,0,0,0,Intel,AMD,HDD,2.0,1366.0,768.0,4.619612096371975
Dell,Notebook,17.3,16,Windows 10,1.3270750014599193,1,0,1,Intel,Nvidia,SSD,1.8,1920.0,1080.0,4.854649288865456
Dell,Gaming,15.6,16,Windows 10,1.2947271675944,0,1,1,Intel,Nvidia,Hybrid,2.8,1920.0,1080.0,4.9573188885088015
HP,Workstation,17.3,8,Windows 10,1.420695787837223,0,0,1,Intel,Nvidia,HDD,2.8,1920.0,1080.0,4.854649288865456
MSI,Gaming,15.6,16,Windows 10,1.1631508098056809,0,0,1,Intel,Nvidia,Hybrid,2.8,1920.0,1080.0,4.9573188885088015
HP,Notebook,14.0,4,Windows 10,1.0818051703517284,0,0,1,Intel,Intel,SSD,2.5,1920.0,1080.0,5.064811007262561
Lenovo,Notebook,15.6,4,Windows 10,1.1631508098056809,0,0,1,Intel,Intel,HDD,1.1,1920.0,1080.0,4.9573188885088015
HP,Notebook,15.6,8,Windows 10,1.043804052173115,0,0,1,Intel,AMD,SSD,2.6,1920.0,1080.0,4.9573188885088015
HP,Workstation,15.6,8,Windows 7,1.2781522025001877,0,1,1,Intel,Nvidia,SSD,2.6,1920.0,1080.0,4.9573188885088015
Lenovo,Notebook,14.0,8,Windows 10,1.0647107369924282,0,1,1,Intel,Intel,SSD,2.3,1920.0,1080.0,5.064811007262561
Chuwi,Notebook,15.6,4,Windows 10,1.0612565021243408,0,0,1,Intel,Intel,Flash Storage,1.44,1920.0,1080.0,4.9573188885088015
HP,Gaming,17.3,12,Windows 10,1.5644405465033646,0,1,1,Intel,Nvidia,HDD,2.8,1920.0,1080.0,4.854649288865456
HP,Ultrabook,15.6,8,Windows 10,1.068153081183401,0,0,1,Intel,Intel,SSD,1.8,1920.0,1080.0,4.9573188885088015
Dell,Notebook,17.3,4,Windows 10,1.2119409739751128,0,0,0,Intel,AMD,HDD,2.0,1600.0,900.0,4.673884932133573
Dell,Ultrabook,13.3,16,Windows 10,0.7884573603642702,1,0,1,Intel,Intel,SSD,2.7,3200.0,1800.0,5.624210736923218
Dell,Notebook,15.6,4,Linux,1.1568811967920856,0,0,0,Intel,AMD,HDD,2.0,1366.0,768.0,4.619612096371975
Acer,Notebook,15.6,4,Chrome OS,1.1631508098056809,0,0,0,Intel,Intel,SSD,1.5,1366.0,768.0,4.619612096371975
Dell,Notebook,17.3,8,Windows 10,1.33500106673234,0,0,1,Intel,AMD,Hybrid,1.6,1920.0,1080.0,4.854649288865456
HP,Notebook,15.6,4,Windows 10,1.1314021114911006,0,0,1,Intel,Intel,HDD,2.0,1920.0,1080.0,4.9573188885088015
HP,Ultrabook,12.5,8,Windows 7,0.8153648132841945,0,0,1,Intel,Intel,SSD,2.5,1920.0,1080.0,5.177462845242346
Lenovo,Notebook,14.0,8,Windows 10,0.9162907318741552,0,1,1,Intel,Nvidia,SSD,2.5,1920.0,1080.0,5.064811007262561
Lenovo,Notebook,13.3,8,Windows 10,0.8919980393051105,0,1,1,Intel,Intel,SSD,2.5,1920.0,1080.0,5.115788496573994
Lenovo,Notebook,15.6,4,Windows 10,1.1600209167967532,0,0,0,AMD,AMD,HDD,2.0,1366.0,768.0,4.619612096371975
Dell,Notebook,15.6,8,Windows 10,1.2119409739751128,0,0,1,Intel,AMD,Hybrid,1.8,1920.0,1080.0,4.9573188885088015
Dell,Notebook,15.6,8,Windows 10,1.175573329804238,0,0,1,Intel,AMD,HDD,2.5,1920.0,1080.0,4.9573188885088015
MSI,Gaming,17.3,16,Windows 10,1.2325602611778486,0,1,1,Intel,Nvidia,Hybrid,2.6,3840.0,2160.0,5.543892827299865
Lenovo,Gaming,15.6,16,Windows 10,1.4350845252893227,0,1,1,Intel,Nvidia,Hybrid,2.8,1920.0,1080.0,4.9573188885088015
HP,Gaming,15.6,8,Windows 10,1.1631508098056809,0,1,1,Intel,Nvidia,Hybrid,2.8,1920.0,1080.0,4.9573188885088015
HP,Ultrabook,15.6,4,Windows 10,1.068153081183401,0,0,1,AMD,AMD,SSD,3.0,1920.0,1080.0,4.9573188885088015
Dell,Ultrabook,12.5,8,Windows 10,0.9555114450274363,0,0,1,Intel,Intel,SSD,2.8,1920.0,1080.0,5.177462845242346
Acer,Notebook,15.6,4,Windows 10,1.1314021114911006,0,0,0,Intel,Intel,SSD,2.0,1366.0,768.0,4.619612096371975
Lenovo,Notebook,15.6,8,No OS,1.1631508098056809,0,0,1,Intel,Nvidia,HDD,2.4,1920.0,1080.0,4.9573188885088015
HP,2 in 1 Convertible,13.3,8,Windows 10,0.9082585601768908,1,0,1,Intel,Intel,SSD,2.4,1920.0,1080.0,5.115788496573994
Lenovo,Notebook,15.6,4,Windows 10,1.1631508098056809,0,0,0,Intel,Intel,HDD,1.1,1366.0,768.0,4.619612096371975
HP,Notebook,15.6,8,Windows 10,1.1118575154181305,0,0,0,Intel,Nvidia,HDD,2.5,1366.0,768.0,4.619612096371975
Toshiba,Notebook,15.6,4,Windows 10,1.1314021114911006,0,0,0,Intel,Intel,HDD,2.3,1366.0,768.0,4.619612096371975
Lenovo,Notebook,15.6,8,Windows 10,1.1908875647772803,0,0,0,Intel,Intel,HDD,2.3,1366.0,768.0,4.619612096371975
Dell,Ultrabook,14.0,8,Windows 10,0.9932517730102832,0,0,1,Intel,Intel,SSD,1.6,1920.0,1080.0,5.064811007262561
Dell,Notebook,15.6,8,Linux,1.144222799920162,0,0,1,Intel,AMD,SSD,1.8,1920.0,1080.0,4.9573188885088015
Dell,2 in 1 Convertible,15.0,4,Windows 10,1.1249295969854831,1,0,1,Intel,Intel,HDD,2.4,1920.0,1080.0,4.996269112948607
Lenovo,Notebook,17.3,4,Windows 10,1.33500106673234,0,0,0,Intel,Intel,HDD,2.0,1600.0,900.0,4.673884932133573
Acer,Notebook,15.6,4,Windows 10,1.2237754316221157,0,0,0,Intel,Intel,HDD,1.1,1366.0,768.0,4.619612096371975
Toshiba,Notebook,13.3,8,Windows 10,0.9162907318741552,0,1,1,Intel,Intel,SSD,2.5,1920.0,1080.0,5.115788496573994
Dell,Notebook,15.6,8,Windows 10,1.2029723039923526,0,0,1,Intel,AMD,SSD,2.7,1920.0,1080.0,4.9573188885088015
MSI,Gaming,17.3,16,Windows 10,1.2325602611778486,0,0,1,Intel,Nvidia,Hybrid,2.8,1920.0,1080.0,4.854649288865456
Acer,Notebook,15.6,4,Linux,1.1314021114911006,0,0,0,Intel,Intel,HDD,2.7,1366.0,768.0,4.619612096371975
Lenovo,Notebook,15.6,4,Windows 10,1.0473189942805592,0,0,1,Intel,Intel,HDD,2.7,1920.0,1080.0,4.9573188885088015
Lenovo,Notebook,15.6,6,Windows 10,1.2237754316221157,0,0,1,Intel,Nvidia,SSD,2.5,1920.0,1080.0,4.9573188885088015
Lenovo,Notebook,15.6,4,No OS,1.1314021114911006,0,0,0,Intel,Intel,HDD,2.3,1366.0,768.0,4.619612096371975
HP,2 in 1 Convertible,11.6,4,Chrome OS,0.8754687373538999,1,0,0,Intel,Intel,Flash Storage,1.1,1366.0,768.0,4.913347375266901
HP,Ultrabook,12.5,8,Windows 10,0.7371640659767197,1,0,1,Intel,Intel,SSD,1.2,3840.0,2160.0,5.867784887019588
Lenovo,Notebook,15.6,4,No OS,1.1474024528375415,0,0,1,Intel,Intel,HDD,2.3,1920.0,1080.0,4.9573188885088015
Vero,Notebook,14.0,2,Windows 10,0.8960880245566356,0,0,0,Intel,Intel,Flash Storage,1.44,1366.0,768.0,4.726814234417343
HP,Notebook,17.3,6,Windows 10,1.2947271675944,0,1,1,AMD,AMD,HDD,2.4,1920.0,1080.0,4.854649288865456
MSI,Gaming,15.6,16,Windows 10,1.0296194171811583,0,0,1,Intel,Nvidia,Hybrid,2.8,1920.0,1080.0,4.9573188885088015
Vero,Notebook,14.0,4,Windows 10,0.832909122935104,0,1,1,Intel,Intel,Flash Storage,1.1,1920.0,1080.0,5.064811007262561
Dell,Notebook,17.3,8,Windows 10,1.6900958154515549,0,1,1,Intel,Nvidia,HDD,2.7,1920.0,1080.0,4.854649288865456
MSI,Gaming,17.3,8,Windows 10,1.308332819650179,0,0,1,Intel,Nvidia,SSD,2.8,1920.0,1080.0,4.854649288865456
MSI,Gaming,15.6,16,Windows 10,1.2237754316221157,0,0,1,Intel,Nvidia,Hybrid,2.8,1920.0,1080.0,4.9573188885088015
Lenovo,Gaming,15.6,8,Windows 10,1.252762968495368,0,1,1,Intel,Nvidia,Hybrid,2.8,1920.0,1080.0,4.9573188885088015
HP,Netbook,11.6,2,Windows 10,0.7747271675523681,0,0,0,Intel,Intel,Flash Storage,1.6,1366.0,768.0,4.913347375266901
Dell,Notebook,15.6,8,Linux,1.199964782928397,0,0,0,Intel,AMD,HDD,2.5,1366.0,768.0,4.619612096371975
Lenovo,Ultrabook,14.0,8,Windows 10,1.01160091167848,0,1,1,Intel,AMD,SSD,1.8,1920.0,1080.0,5.064811007262561
HP,Notebook,15.6,4,Windows 10,1.068153081183401,0,0,1,AMD,AMD,SSD,3.0,1920.0,1080.0,4.9573188885088015
HP,Notebook,15.6,4,Windows 10,1.1314021114911006,0,0,1,Intel,AMD,HDD,2.0,1920.0,1080.0,4.9573188885088015
Acer,Notebook,14.0,8,Windows 10,1.1314021114911006,0,0,0,Intel,Intel,HDD,2.0,1366.0,768.0,4.726814234417343
Lenovo,Notebook,15.6,8,Windows 10,1.1939224684724346,0,1,1,Intel,Intel,SSD,2.6,1920.0,1080.0,4.9573188885088015
Dell,Notebook,15.6,8,Windows 10,1.128171090909654,0,0,1,Intel,Intel,HDD,2.4,1920.0,1080.0,4.9573188885088015
Asus,Netbook,11.6,4,Windows 10 S,0.7884573603642702,0,0,0,Intel,Intel,Flash Storage,1.1,1366.0,768.0,4.913347375266901
Acer,Notebook,14.0,4,Chrome OS,0.9858167945227652,0,0,0,Intel,Intel,Flash Storage,1.6,1366.0,768.0,4.726814234417343
Dell,Notebook,15.6,4,Linux,1.1568811967920856,0,0,1,Intel,AMD,SSD,2.5,1920.0,1080.0,4.9573188885088015
Dell,Ultrabook,13.3,8,Windows 10,0.7929925155296614,0,1,1,Intel,Intel,SSD,1.6,1920.0,1080.0,5.115788496573994
HP,Ultrabook,14.0,8,Windows 10,0.8878912573524571,0,0,1,Intel,Intel,SSD,2.5,1920.0,1080.0,5.064811007262561
HP,Notebook,15.6,4,Windows 10,1.1314021114911006,0,0,0,Intel,Intel,HDD,2.4,1366.0,768.0,4.619612096371975
Dell,Notebook,15.6,4,Linux,1.1568811967920856,0,0,0,Intel,AMD,HDD,2.0,1366.0,768.0,4.619612096371975
Dell,Notebook,15.6,8,Windows 10,1.2119409739751128,0,0,0,Intel,AMD,HDD,2.7,1366.0,768.0,4.619612096371975
Dell,Ultrabook,13.3,8,Windows 10,0.7929925155296614,0,1,1,Intel,Intel,SSD,1.8,1920.0,1080.0,5.115788496573994
Lenovo,Notebook,14.0,4,Windows 7,0.9932517730102832,0,0,0,Intel,Intel,Other,2.3,1366.0,768.0,4.726814234417343
Asus,Gaming,15.6,16,Windows 10,1.205970806988609,0,1,1,Intel,Nvidia,Hybrid,2.6,1920.0,1080.0,4.9573188885088015
Lenovo,Ultrabook,14.0,4,Windows 10,0.9932517730102832,0,0,1,Intel,Intel,SSD,2.3,1920.0,1080.0,5.064811007262561
Lenovo,Notebook,13.3,8,Windows 10,0.8754687373538999,0,1,1,Intel,Intel,SSD,2.4,1920.0,1080.0,5.115788496573994
MSI,Gaming,17.3,8,Windows 10,1.308332819650179,0,0,1,Intel,Nvidia,Hybrid,2.8,1920.0,1080.0,4.854649288865456
MSI,Gaming,15.6,16,Windows 10,1.068153081183401,0,0,1,Intel,Nvidia,Hybrid,2.6,1920.0,1080.0,4.9573188885088015
HP,Notebook,15.6,4,Windows 10,1.1118575154181305,0,0,0,Intel,Intel,HDD,2.5,1366.0,768.0,4.619612096371975
HP,Notebook,15.6,4,No OS,1.0508216248317612,0,0,1,Intel,Intel,HDD,2.0,1920.0,1080.0,4.9573188885088015
Lenovo,Notebook,15.6,8,Windows 10,1.1314021114911006,0,1,1,Intel,AMD,SSD,1.8,1920.0,1080.0,4.9573188885088015
Acer,Netbook,11.6,4,Chrome OS,0.8109302162163288,0,1,0,Intel,Intel,Flash Storage,1.6,1366.0,768.0,4.913347375266901
Asus,Notebook,15.6,4,Linux,1.0986122886681098,0,0,0,Intel,Intel,HDD,1.1,1366.0,768.0,4.619612096371975
Asus,Notebook,15.6,8,Linux,1.1939224684724346,0,0,0,Intel,Nvidia,HDD,2.5,1366.0,768.0,4.619612096371975
Dell,Gaming,15.6,8,Windows 10,1.269760544863939,0,0,1,Intel,Nvidia,Hybrid,2.8,1920.0,1080.0,4.9573188885088015
Dell,Notebook,13.3,4,Windows 10,0.9745596399981308,0,0,0,Intel,Intel,SSD,2.0,1366.0,768.0,4.777664699022989
Toshiba,Ultrabook,14.0,16,Windows 10,0.8064758658669485,1,0,1,Intel,Intel,SSD,2.7,1920.0,1080.0,5.064811007262561
Lenovo,Notebook,14.0,8,Windows 10,0.8415671856782186,0,1,1,Intel,Intel,SSD,2.6,1920.0,1080.0,5.064811007262561
Lenovo,Notebook,15.6,4,No OS,1.1631508098056809,0,0,1,Intel,Intel,HDD,2.5,1920.0,1080.0,4.9573188885088015
